,username,following,followers,retweetcount,text,date
94,SontongLandong,1116,46,2047,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

5 WL Spots are up for grab. 

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/x5tJLMTaAZ",2022-04-19 06:58:56+00:00
95,riskavera_,3928,1417,1319,"The big day has come! 🤩🚀🦾

This Sunday we are launching our own amazing NFT platform! 😍🥳

#APEBORG TO THE MOOOON!! 😎🚀🚀🚀

#NFT #NFTs #opensea #rarible #BTC #Bitcoin #Ethereum #ETH #BSC #BNB #Binance #ElonMusk #nftart #ALTS #NFTshill #cryptocurrency #NFTMarketplace #crypto https://t.co/RMKTyNj9a7",2021-03-30 03:07:27+00:00
96,TickerTop,49,812,1,"1: Bitcoin price is $37716.88 (-1.59% 1h)
2: Ethereum price is $2734.94 (-1.99% 1h)
3: Tether price is $1.00 (-0.00% 1h)
4: BNB price is $378.42 (-2.21% 1h)
5: USD Coin price is $1.00 (-0.01% 1h)
12: Dogecoin price is $0.13 (-2.36% 1h)",2018-02-06 13:13:35+00:00
97,segnora23,4946,46,2047,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

5 WL Spots are up for grab. 

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/x5tJLMTaAZ",2019-04-26 07:24:55+00:00
98,SKRAZUKI,4,682,4,"🎯 Follow me @SKRAZUKI 🔔
🎯 Like
🎯 Retweet 
🎯 add wallet to pinned Tweet
@AzukiOfficial

 #NFTGiveaway #NFT #NFTCommunity 
#Airdrop #NFTartist  #NFTGiveaways #NFTs
https://t.co/908gvfzPuJ",2021-06-07 18:36:25+00:00
99,danrwanda_,484,846,221,"Finder’s Experts Predict #APECOIN Will End 2022 at $27 per Token, 75% Think #APE Is Just 'Another #memecoin '
$BTC  $ETH
https://t.co/cIrolmbdWP
#Bitcoin #Ethereum #cryptocurrency #coindailynews #APECOIN #memecoin",2021-05-23 07:46:27+00:00
100,Eduardo73039935,220,2,1454,"Looking through the videos, the photo files, my happiest moments are often when I appear at the beach.I am the daughter of the sea!🤣 #bitcoin #ethereum #cryptocurrency #usdc #beach https://t.co/dRes0jfFx3",2022-04-28 11:07:46+00:00
101,ridwanferguso,2797,584,1,"#ferguso $fergh #nftartist #nftart #nftfamily #nftproject #btc #ETHEREUM

https://t.co/zGcMjUwEPc",2018-11-23 18:53:23+00:00
102,Serenayyyyss,1088,44,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2022-04-30 08:40:28+00:00
103,RandomNFT15,1595,163,37,"💫#NFTGiveaway💫

5x Guaranteed Mint Role Bastards 🖕

Rules:
🔸Follow: @ApellasNft - @nistaksa
🔸RT - ❤
🔸Tag a 2 friend

Discord https://t.co/VlRN88t9nK

⏰: 24H

#NFTs #NFTcommunity #NFTdrop #FreeNFTs #Ethereum #CNFTCommunnity #OpenSeaNFT #SolanaGiveaways #CNFTGiveaway https://t.co/0ESN2j1oXV",2022-04-17 12:37:18+00:00
104,Latinart56,183,35,55,"Check This Out🔥
https://t.co/EwVzpxLkVz

Like, Retweet &amp; Leave a Comment About Our NFTs🐒

#NFTs #NFTCommunity #Ethereum #NFTeth 🚀 https://t.co/wYfZu958mN",2011-03-05 06:57:38+00:00
105,alatl_burce,4537,363,1090,"🎁ETH #GIVEAWAY🎁

Prize:
🏆1X $100 in $ETH
🏆3X WL

✅To enter
1⃣Follow ME &amp; @NFT_Timeline
2⃣RT &amp; ♥️ this
3⃣Tag 3 friends

🍀4 lucky winners!

⚡48H

#NFT #NFTGiveaway #Ethereum https://t.co/5F5yJb6BoV",2015-09-26 12:02:09+00:00
106,vasthack_,175,125,0,Coinbase account hacked ? Dm for help #coinbase #Crypto #hacked #hack #bitcoin￼ #usdt #Ethereum,2018-08-11 23:50:06+00:00
107,SilverBallerWiz,1062,950,5,Yes I quote all my tweets! 🤣🤣🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥Here you go @BoluluArtist Grab A #PAD! @PsychonautApeD @SilverBallerWiz @WoahJonny @GengethKhan @BoluluLol #PAD #Ethereum #NFTCommunity #NFTs #PsychonautApes @Nasskan_Inc https://t.co/kejO6z4xUF https://t.co/1P5IrHuwOG,2022-02-07 16:39:28+00:00
108,bayodewilliams1,1566,3261,6,"There are many different types of non-fungible tokens, and they can be created on well-known blockchains like Ethereum and solana. NFTs are digital asset that represent real world objects (paintings, graphics, videos, GIFs, songs, poems, tweets, posts, even video games…",2017-05-10 15:55:19+00:00
109,SimpleC9000,58,7,0,"SimpleC found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/81DDy0uhQT #cryptocurrency #328024 https://t.co/xgG396e0Io",2014-11-08 04:12:37+00:00
110,PutinsBitchBoy,718,103,37,Jim Cramer said he was expecting a 40% pump from Ethereum and you still decided to remain bullish?,2020-05-23 15:48:28+00:00
111,Solsun8317,340,72,0,"Solsun found #ethereum in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/cBqTpM6WTG #cryptocurrency #106970 https://t.co/wDUkCTsWUa",2022-01-19 04:15:10+00:00
112,CWFNFT,473,1533,0,"I just listed 2 items for sale via https://t.co/ZaaMqOnqOK 

💎 Collections: ENS: Ethereum Name Service: lbi.eth, lbi.eth 
🏷️ Marketplaces: LooksRare, X2Y2 
 #ENS #ENSDOMAIN",2011-10-24 16:17:46+00:00
113,yash73836,68,49,0,"📉📈 #Case #study #weekendvibes
🔮I can show you N number of examples everyday,🪬 but Yes there is method to the madness for catching tops and bottoms of the day #BTC #Ethereum  #trading https://t.co/aZeqwvCh68",2022-02-27 05:12:30+00:00
114,MAYyourbigwinxx,4170,77,11400,"Explore Phemex Universe🌍 and visit planet Bitcoin, Ethereum, Sand, and Doge 🤩 to collect your very own Citizen Phemex card.🎴 

Grab your card and earn bonuses now🔽 
https://t.co/6ZQKNyGxBz

#PhemexUniverse #Blockchain #Giveaway #PhemexCitizen #NFTs #Games #EarnBonus #phemex https://t.co/WiHx0Ecaw7",2021-01-28 01:47:00+00:00
115,Ptmarciocosta,99,832,3,"Crypto and blockchain are genuine technological advancements and will definitely disrupt the current financial structure by disintermediating many of the holy cows of the system. 
@NoolToken @Shibtoken @BabyDogeCoin @ethereum @BTCTN @binance https://t.co/mVSEmrMCIm",2021-09-18 01:55:08+00:00
116,CYPNFT,12,8,2,#APE coin just has more trade volume last 24hrs than #Bitcoin and #Ethereum https://t.co/j0bTqk5kbq,2022-01-30 13:41:43+00:00
117,arora_pranjay,172,15,0,"CDSL Data of 4.39 Crore Demat Accounts Hacked | Is Your Demat Account Safe?HACKING ISSUE BUY PALANTIR LIKE GEORGE SOROS NOT ETHEREUM SAME BUSSINESS 
https://t.co/yuB5ISrmyt
👌👌👌 All ads removed by #PureTuber 
https://t.co/Jc35JC4naj",2021-04-18 11:02:19+00:00
118,QuantumFeg,680,429,0,@BSCGemsAlert Loading every Friday Paycheck on Feg Technology 💻👽@fegqueen4life #fegqueen4life #FEG #FEGtag #FegArmy #FEGTOKEN #SmartDefi #AMC #WAGMI #FEGirls #Ethereum #cryptocurrency #FEGtoken #FEGex #BUYFEG #Grafene #crypto #IBuySDtokensONLY #BNB $FEG #defikingdoms #BSCGems https://t.co/eW7L9hOVoo,2021-12-01 11:55:09+00:00
119,zethisyellow,0,0,1,"$100 | 1.400.000 IDR in 1Days

RT - FOLLOW - 📌📌📌

#Ethereum 
#Bitcoin
#Giveaway 
#NFTs",2022-04-30 23:36:06+00:00
120,zethisyellow,0,0,1,"$100 | 1.400.000 IDR in 1Days

RT - FOLLOW - 📌📌📌

#Ethereum 
#Bitcoin
#Giveaway 
#NFTs",2022-04-30 23:36:06+00:00
121,stikman,600,20945,0,@itstylersays I mean if the Solana network wasn’t down they may see some upside movement due to the gas war that’ll commence on Ethereum,2021-03-05 05:44:55+00:00
122,CYPNFT,12,8,2,#APE coin just has more trade volume last 24hrs than #Bitcoin and #Ethereum https://t.co/j0bTqk5kbq,2022-01-30 13:41:43+00:00
123,_CoffeeSnob_,1965,1756,59,"how no big crypto youtuber is talking about digits #ensdomains!
3 digits #ENS did 50x in 1 week!
4 digits #ENS did 25x in 5 days!
This is bigger than #BAYC!
The most successful #NFT so far! no PR nor marketing, pure organic #Ethereum community driven movement",2021-09-29 18:36:08+00:00
124,VNoah0221,5,2,1392,"1/33
#CRYPTO’s LARGEST 🆓#AIRDROP for all #Ethereum #altcoin holders!

Receive a 1:1 copy of your favorite token on a Cheaper Faster #Blockchain

https://t.co/15hnwBl1Z8  |  https://t.co/OcZ0CUzsui

#ETH #SHIB #PULSECHAIN #LINK #UNI #SUSHI #MANA #SAND #FTX #OKB #AXS #GRT https://t.co/bA1HrHgVzV",2021-12-18 05:18:20+00:00
125,amihajlovic78,4985,327,162,"FREE NFT GIVEAWAY 
Follow us @WarzoneApes 
Like, retweet and retweet pinned 
Comment your $ETH address 

#NFT #NFTCommunity #Giveaway #Ethereum #Polygon #APE https://t.co/8gPdS0uN0V",2013-03-27 03:27:59+00:00
126,Marsel586,15227,15685,0,"#DeFi #ethax #ethaxcrypto #ethaxtoken #DEX #cryptocurrency #Ethereum #BinanceSmartChain #BitcoinCrash 

We have learned a lot from the existing projects, this time they will most likely be very developed, because this project has a lot of support",2021-09-04 16:40:00+00:00
127,JDDFYS,843,397,26,"A lot of scared money asking me about if I've sold or changed my targets for $MATIC. 

No, I have not. 

Here is my condensed thesis on why I think $MATIC Polygon will dominate Layer 2 and scale Ethereum. 
Not financial advice. https://t.co/9t8hAzPCk0",2022-03-04 01:54:56+00:00
128,CryptoDirtyMike,73,130,4,"@mimam72 @WanchorToken $wanc #crypto #Binance #bitcoin #Ethereum #btc #bnb #eth #100xgem #1000xgem #shillme #defi 
#nft #LOWMARKETCAP #ToTheMoon 

Just launched today! On fire! 🚀 🔥 https://t.co/V5v7Ij5mO5",2022-01-10 18:53:24+00:00
129,AltcoinFGI,134,7177,1,"Ethereum Classic Fear and Greed Index is currently 18 - STRONG FEAR

24h technical analysis index: 14 - EXTREME SELL
Relative Strength Index: 38
Current #ETC price is 25.6200012432865 usd

Live #crypto analysis for $ETC and 100 other #altcoins and #cryptocurrencies https://t.co/WrjVuAF6vM",2020-05-12 10:45:13+00:00
130,KonnieTraffic,0,2,0,"CoOL found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/rAfSoQrLgt #cryptocurrency #3311381 https://t.co/1qItY29UVS",2020-11-11 07:09:30+00:00
131,Solsun8317,340,72,0,"Solsun found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/cBqTpM6WTG #cryptocurrency #112755 https://t.co/he9lzMu6RI",2022-01-19 04:15:10+00:00
132,yubBIGWIN,2020,35,11400,"Explore Phemex Universe🌍 and visit planet Bitcoin, Ethereum, Sand, and Doge 🤩 to collect your very own Citizen Phemex card.🎴 

Grab your card and earn bonuses now🔽 
https://t.co/6ZQKNyGxBz

#PhemexUniverse #Blockchain #Giveaway #PhemexCitizen #NFTs #Games #EarnBonus #phemex https://t.co/WiHx0Ecaw7",2022-03-04 15:20:23+00:00
133,naheedolucky,932,11,425,"@bored_alienss 10 NFT #NFTGiveaway 🚀🚀

Easy to join FREE #NFTs GIVEAWAY💸

RT&amp;Like this tweet🚀♥️
And tag 2 Friends 🫂

Join discord: https://t.co/FRXi1PYQOw✅

Follow: @bored_alienss 🔥

#Ethereum #NFT #NFTCommuntiy https://t.co/2UxVEaYQLF",2022-04-29 15:26:46+00:00
134,PerthVirtual,10,12,0,"https://t.co/eoxFR8iO31

Get Perth virtual real estate.

#EthereumNFTs #Ethereum #Perth #NFT #NFTs https://t.co/ECruLcZcLe",2022-01-04 10:45:12+00:00
135,RealDNewsMag,1580,11399,1,"""Ethereum Fees Jumped 86% in Q1, 2022, $2.1 Billion in ETH Burned"" via @U.Today

This is the current top trending #ethereum news with frequent shares and strong engagement across social media.

Social Insights: https://t.co/zOe5MUt9ZM $eth

Source👇https://t.co/pmbPRgMOmG https://t.co/NyLZ1ZgR9g",2009-06-11 22:00:26+00:00
136,EmilyAnne_AI,29982,32584,4,"https://t.co/MhM7tXRaUg

Great Speakers @EmilyAnne_AI @TheCryptoDawg_ @Geekerlabzz @4horsemenhosts 

#nfts #nft #nftart #nftcommunity #nftcollector #nftartist #crypto #digitalart #cryptoart #art #ethereum #opensea #nftcollectors  #nftdrop #cryptocurrency #SpacesHost #spaces",2012-06-23 01:57:59+00:00
137,redniro,211,68,420,"Drop your eth wallet I'll give my NFT as fast as i can ⚡

#NFT #NFTGiveaways #NFTCommumity #Ethereum #NFTdrop https://t.co/rjXb4a9C8W",2010-10-31 10:30:12+00:00
138,maxcao2204,1520,569,0,"Check out this item on OpenSea https://t.co/QwDlrwar9T via @opensea 
#nft #NFTs #NFTCommunity #NFTartist #NFTProject #NFTdrop #OpenSeaNFT #OpenSeaCommunity #Ethereum #ETH #collectibles  #CollectorsHelpingCollectors #random #landscape  #stream #daklak #vietnam #water",2021-03-15 09:28:14+00:00
139,Marsel586,15227,15685,0,"@EthaxCrypto #DeFi #ethak #ethaxcrypto #ethaxtoken #DEX #cryptocurrency #Ethereum 

The Ethax project is developing and achieving great success in business. A team of professionals achieves their goals and increases their potential and team work hard. 
https://t.co/carFOxujc9",2021-09-04 16:40:00+00:00
140,raylove_eth,262,57,1,"I have zero positive vibe for the token market of the crypto space this month… I’m going full in on nice BlueChip Nfts no cap, yugaLab bout to drain the whole system or what? #Otherside #OthersideLand #OtherDeeds #Defi #Ethereum",2021-09-03 00:10:17+00:00
141,CryptoDirtyMike,73,130,5,"@SolanaFree @WanchorToken $wanc #crypto #Binance #bitcoin #Ethereum #btc #bnb #eth #100xgem #1000xgem #shillme #defi 
#nft #LOWMARKETCAP #ToTheMoon 

Just launched today! On fire! 🚀 🔥 https://t.co/q7WVQmxQXu",2022-01-10 18:53:24+00:00
142,gweiman_eth,2945,3169,59,"how no big crypto youtuber is talking about digits #ensdomains!
3 digits #ENS did 50x in 1 week!
4 digits #ENS did 25x in 5 days!
This is bigger than #BAYC!
The most successful #NFT so far! no PR nor marketing, pure organic #Ethereum community driven movement",2020-04-18 04:57:17+00:00
143,StayMobile_SMI,3997,2518,0,"Bitcoin, Ethereum Stage Rebound as DeFi Tokens AAVE, LUNA Rally - Decrypt https://t.co/7PYa5ZhL4x",2010-06-29 19:05:49+00:00
144,KingAzma1,265,516,2,"Letssss goooo 🔥🔥‼️‼️

#NFTs #NFTCommunity #NFTGiveaway #nftcollectors #Ethereum https://t.co/vOEqyJNnUD",2021-07-11 18:58:26+00:00
145,DawnManHunter,1970,779,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2021-10-14 05:06:03+00:00
146,theincomeblog,4999,1791,0,"Goldshell CK-BOX 1050gh/s 185m 235w CKB Nervos Network Miner w/ Power Supply - https://t.co/z7pzqO6wzm

#bitcoin #crypto #cryptocurrency #NFTs #ethereum
https://t.co/EZ9VmreL8f",2011-11-09 00:54:29+00:00
147,TrentonSamuel,3020,2741,0,"Bitcoin, Ethereum Stage Rebound as DeFi Tokens AAVE, LUNA Rally - Decrypt https://t.co/QANC2JYLed",2013-06-27 07:07:28+00:00
148,org_bdg_lucky,4791,97,11400,"Explore Phemex Universe🌍 and visit planet Bitcoin, Ethereum, Sand, and Doge 🤩 to collect your very own Citizen Phemex card.🎴 

Grab your card and earn bonuses now🔽 
https://t.co/6ZQKNyGxBz

#PhemexUniverse #Blockchain #Giveaway #PhemexCitizen #NFTs #Games #EarnBonus #phemex https://t.co/WiHx0Ecaw7",2021-11-29 02:07:16+00:00
149,Weng51882988,557,177,76,"🦸‍♂️ @Chain_Guardians ChainGuardians is a free-to-play turn-based superhero strategy game powered by the Ethereum Blockchain. 

🎆 All in-game assets like armors, weapons, and characters are #NFTs and tradable in the marketplace. 

🔽 INFO 
https://t.co/9YwQYycurs
 
#P2ESpace #P2E https://t.co/gF0dNzJSIb",2021-05-29 05:22:10+00:00
150,LX_EMON6,79,15,187,"$VINU has the potential to change your life. All you have to do is #HODL 🚨🔥

#Bitcoin #BTC #Ethereum #ETH #BSC #BSCGems #BNB #altcoin #Web3 #ElonMusk #UCL #shiba #doge #FLOKI #NFTs #metaverse #MoonKnight #APE #BabyDoge #xrp #ADA #SHINJA #Giveway https://t.co/9IuEOWTTsw",2022-03-02 19:16:06+00:00
151,DeBankDeFi,3727,68250,32,"Now you can check your staked $BICO token balance from Biconomy on https://t.co/IEGJ3ztMtG! (@ethereum version)

Hat tip to all @biconomy voters!
https://t.co/ERItmdc6Ya https://t.co/PJfVSpdYry",2019-07-30 03:03:37+00:00
152,sabecaruz,5002,17,445,"FREE MINT IS LIVE 🎉
https://t.co/YLH8gAwOaD

Don't forget to claim your 3D Apes on the #Ethereum blockchain ⛓️

Apes Mint limit is set at 3 per wallet  📌

#FreeNFT #FreeNFTs #FREEMINTS #FreeMint #NFTGiveaway #freenftgiveaway #layerzero #omnichain #omninft #omnichainnft #omni https://t.co/Hn0L98vMvT",2021-12-13 19:12:35+00:00
153,NFinder01,476,17,0,Remember What happened on July in 2021! One evening dump did fall on us and went to the hell with us but after only one day #Bitcoin prepared to reach to new ATH. U re not a whale but dont give them your future treasure. #Ethereum #Solana #BNB #Metaverse #NFTs #Crypto #GMT #Doge,2022-04-03 12:03:45+00:00
154,me_yrez,605,600,76,"🦸‍♂️ @Chain_Guardians ChainGuardians is a free-to-play turn-based superhero strategy game powered by the Ethereum Blockchain. 

🎆 All in-game assets like armors, weapons, and characters are #NFTs and tradable in the marketplace. 

🔽 INFO 
https://t.co/9YwQYycurs
 
#P2ESpace #P2E https://t.co/gF0dNzJSIb",2021-04-18 10:38:44+00:00
155,ETHGasPriceBot,0,1202,0,Slow 20.1 | Normal 21 | Fast 75 | Instant 101 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH,2021-01-04 09:25:56+00:00
156,denes35877791,51,10,0,@BSCGemsAlert @binance To The Moon 🚀🚀🚀 #ElonMusk #Binance #BabyDoge @ethereum https://t.co/cqaqSm32Gs,2021-02-22 01:17:58+00:00
157,Ni_kistannnnnnn,593,35,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2022-04-29 15:51:39+00:00
158,alatl_burce,4537,363,493,"🏆#NFTGiveaway 

🏆Prizes 
🎁1x 20 #ADA 
🎁3× WL spot

TO ENTER:
1️⃣ ❤️&amp;RT
2️⃣ Follow  @Project_ETLIS
3️⃣ Tag 2 friends

⌛48H 

#NFTs #Giveaway #NFTGiveaways #NFTCommunity #ADA #NFTshill #AVAX #Ethereum #blockchain #NFTGiveaway https://t.co/vNO5coaPVJ",2015-09-26 12:02:09+00:00
159,BowTiedPickle,420,1411,1,"Pro tip: If you have anything to do on $eth do it now and get it done in the next hour

I expect ethereum to be completely bricked by the ape land drop for at least ~1 hour post 9 pm edt

GLHF degens",2021-05-13 12:23:32+00:00
160,BIGWINS10_,2947,85,877,"🦉 @okayowls NFT Giveaway 🦉

Giving away 2x NFTs for @okayowls 
 
To enter: 
- Follow @0xRuz &amp; @okayowls 
- Like &amp; RT
- Tag 3 friends  

Winners picked in 24 hours 

#NFT #NFTCommunity #NFTGiveaway #NFTPromoter #ETH #NFTPromo #Ethereum #AD https://t.co/latUmZ73Ox",2021-05-21 04:31:23+00:00
161,EnriqueSimo28,195,879,22,"$Eth was so cheap now, if you trust #Metaverse and #shibainu , go ahead to buy at least 1 land for yourself! Lowest price is 0.2 #Ethereum only, market down is best time to own your favorite #Cryptos! Don't miss it, #SHIBARMY ! #SHIB always the best team! https://t.co/pztHuwD2XV",2012-09-11 20:48:16+00:00
162,Solsun8317,340,72,0,"Solsun found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/cBqTpM6WTG #cryptocurrency #2981889 https://t.co/qdZk0n8TG6",2022-01-19 04:15:10+00:00
163,EddyDarko4,2534,999,10,"Got my @ETHFanToken raffle NFT! 
#Ethereum #eth #eft #ETHFANTOKENECOSYSTEM https://t.co/CbljauDeOA",2021-08-24 01:34:33+00:00
164,Ogunsinaboluwa2,4198,520,3,"I know y’all are minting @yugalabs 
Well, Happy New Month Frens 

#NFTs #APE #NFTCommunity #Solana #Ethereum #BAYC https://t.co/u7NnpG1ABa",2019-03-24 12:33:09+00:00
165,payscottyk,1718,357,7,"@927oz @ensdomains If you own a 3 or 4 digit, and fud a 5 digit, you are basically fudding yourself.
More than 10k people would want a easy to remember, short number that cost only 5 usd a year to renew. And when 800mill people use ethereum, a 5 digit ens will be in the first mill minted.",2009-12-02 01:23:17+00:00
166,SimpleC9000,58,7,0,"SimpleC found #ethereum in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/81DDy0uhQT #cryptocurrency #112962 https://t.co/g37jZuymsT",2014-11-08 04:12:37+00:00
167,nftgeographic,14,43,0,"🔴 FOLLOW US @nftgeographic
- Promote your NFTs 24/7 

[ 🔴 Amazing!!! ] 🔥
https://t.co/R7kvcikaCJ

#NFTCommmunity #NFTGiveaway #NFTshill #NFT #NFTs #NFTartist #OpenSeaNFT #openseanfts #raribleNFT #Crypto #Ethereum",2022-04-11 16:42:02+00:00
168,renjuns_yellow,3692,150,11400,"Explore Phemex Universe🌍 and visit planet Bitcoin, Ethereum, Sand, and Doge 🤩 to collect your very own Citizen Phemex card.🎴 

Grab your card and earn bonuses now🔽 
https://t.co/6ZQKNyGxBz

#PhemexUniverse #Blockchain #Giveaway #PhemexCitizen #NFTs #Games #EarnBonus #phemex https://t.co/WiHx0Ecaw7",2021-04-01 14:53:50+00:00
169,immvinxere,3270,1017,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2021-12-15 03:57:44+00:00
170,denes35877791,51,10,0,@MercadoBitcoin To The Moon 🚀🚀🚀 #ElonMusk #Binance #BabyDoge @ethereum https://t.co/LEN1oGpx50,2021-02-22 01:17:58+00:00
171,skzkhaye,1467,128,425,"@bored_alienss 10 NFT #NFTGiveaway 🚀🚀

Easy to join FREE #NFTs GIVEAWAY💸

RT&amp;Like this tweet🚀♥️
And tag 2 Friends 🫂

Join discord: https://t.co/FRXi1PYQOw✅

Follow: @bored_alienss 🔥

#Ethereum #NFT #NFTCommuntiy https://t.co/2UxVEaYQLF",2021-02-16 12:16:49+00:00
172,TheCryptoDawg_,1131,115652,4,"https://t.co/MhM7tXRaUg

Great Speakers @EmilyAnne_AI @TheCryptoDawg_ @Geekerlabzz @4horsemenhosts 

#nfts #nft #nftart #nftcommunity #nftcollector #nftartist #crypto #digitalart #cryptoart #art #ethereum #opensea #nftcollectors  #nftdrop #cryptocurrency #SpacesHost #spaces",2016-04-26 15:55:24+00:00
173,JBoullvier,1018,1333,9,"All my Ethereum NFTs. (for now 😉)

Hopefully that egg's gonna be a 2nd Gen @noncoducks soon!

#DucksFlyTogether #DucksUnites #LDG @TheOddDystrict #LetsGetOdd
@CryptoKitties @ensdomains #NFTs #NFTcollections #Ethereum
#Crypto https://t.co/BiVteKiGrG",2021-10-16 04:01:46+00:00
174,CarolineFarada1,18,6,1,"@BSCGemsAlert checkout $ODDZ by @oddz_finance

Multi-chain derivatives trading protocol oddz_finance  simplifies options trading across multiple chains, such as #Avalance, #BinanceSmartChain, #Polygon, &amp; #Ethereum https://t.co/ek4vGsK8lI",2022-04-16 07:06:03+00:00
175,BigWinJuliet888,3356,173,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2021-08-21 06:29:35+00:00
176,GJaspion,115,14,0,@VitalikButerin @zengjiajun_eth Ethereum is pure scam nowdays.,2019-07-24 20:08:31+00:00
177,knnacr1,4489,259,877,"🦉 @okayowls NFT Giveaway 🦉

Giving away 2x NFTs for @okayowls 
 
To enter: 
- Follow @0xRuz &amp; @okayowls 
- Like &amp; RT
- Tag 3 friends  

Winners picked in 24 hours 

#NFT #NFTCommunity #NFTGiveaway #NFTPromoter #ETH #NFTPromo #Ethereum #AD https://t.co/latUmZ73Ox",2021-08-30 17:03:36+00:00
178,luckyyjoannaaa_,4896,151,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2021-03-15 08:59:16+00:00
179,floryshing,1999,47,2577,"Pets Crossing, a sandbox metaverse game featuring paradise island where your pets live a blissful life.

Win 5 WL spot!

Follow
Retweet
Like
Reply

#NFT #NFTs  #Ethereum #NFTCommunity #NFTGaming #NFTdrop #NFTGiveaways #Crypto #Ether #DAO  #GameFi #gamers #Metaverse https://t.co/VpVIbPc2YY",2016-03-10 10:01:27+00:00
180,maxcao2204,1520,569,0,"Check out this item on OpenSea https://t.co/LzPFpkNX6P via @opensea 
#nft #NFTs #NFTCommunity #NFTartist #NFTProject #NFTdrop #OpenSeaNFT #OpenSeaCommunity #Ethereum #ETH #collectibles  #CollectorsHelpingCollectors #random #landscape  #forest #daklak #vietnam #tree #dryseason",2021-03-15 09:28:14+00:00
181,cryptoalerted,64,109,0,AdaSwap (ASW) went up 10.1 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #ASW  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,2020-04-10 11:35:27+00:00
182,denes35877791,51,10,0,@scrowder @elonmusk To The Moon 🚀🚀🚀 #ElonMusk #Binance #BabyDoge @ethereum https://t.co/zNCriOyrQo,2021-02-22 01:17:58+00:00
183,Chu3586,3537,1188,284,"It's nice to see a name in front of the #fBNB contract!

@FEGtoken
#FEG #FEGtoken $FEG
#Crypto #BTC #ETH #SHIB #BabyDogeCoin· #SAFEMOON #DOGE #XRP #altcoin #Ethereum #Bitcoin #Cryptocurrency #NFTGiveaway #NFTs #NFT #100xgem #BSC #SOL #ADA #DeFi #NFTCommunity @news_of_bsc https://t.co/Y4J7QiGuic",2019-06-10 15:16:21+00:00
