,username,following,followers,retweetcount,text,date
245,TheWolfofTradi2,5004,1299,0,"Emergency analysis #Bitcoin #Cash #BCH URGENT!!!! Analysis&amp; Price Predic... https://t.co/NNTF44mYe9 via @YouTube 

Please look for more Videos at my Youtube channel 
https://t.co/ObCpU5Ayui
#Bitcoin #BTC #Ripple #XRP #Stellar #XLM #Chainlink #LINK #ZIL #Metaverse #Meta https://t.co/QSTTfZiWFm",2020-06-05 03:32:47+00:00
246,Richard_Zheng99,227,33,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-03-22 22:04:24+00:00
247,CryptRo_,1088,50,0,Welcome all new #Bitcoin maxis,2021-02-25 02:57:54+00:00
248,alibaya80936170,266,5,1175,"🧨🎈🎉WE ARE SO EXTIED TO Announced THAT The time has finally come! PRESALE START Let us begin this journey together! Bitcoin Fan Club Token.
More Details: https://t.co/Ue687NcDtr
TOKEN https://t.co/mKkqIQaGu8 https://t.co/WSIAau3xYt",2021-12-10 14:33:43+00:00
249,MCDGJA,228,15,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2019-03-09 12:14:38+00:00
250,piuseteng,2578,417,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2015-04-19 01:19:57+00:00
251,omkara369,123,12,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-05-24 01:19:56+00:00
252,occult_reality,10,12,0,"#Bitcoin #cryptocurrency #BitcoinCrash #goodmorning 

Good Morning with #Bitcoin red hot. https://t.co/N61wlaf5lq",2020-12-31 05:04:53+00:00
253,Goldenlyfe02,1576,457,6281,It’s an extra special Cash App Friday because we’re giving away $10k in Bitcoin. QRT with your $cashtag and follow @cashapp for a chance to win. #CashAppFriday https://t.co/o2OwLjPIIF,2014-10-15 19:29:45+00:00
254,Solsun8317,340,72,0,"Solsun found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/cBqTpM6WTG #cryptocurrency #107864 https://t.co/4BCuMMrV1K",2022-01-19 04:15:10+00:00
255,EmmaHow60331826,1211,828,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2021-11-20 20:04:00+00:00
256,Hasham_amjad2,141,27,0,"This sort of price action from #Bitcoin really is not interesting to many of investors. 

#Cryptos #Ethereum #cryptotrading",2022-02-05 17:29:32+00:00
257,cesarmartinez49,256,138,354,This is the way. #Bitcoin https://t.co/2WIJJ9qyuG,2011-05-28 16:18:51+00:00
258,meiling13316644,3,0,0,"'BTC hashrate of 220 EH/S would rise to 320 EH/S in 2022;' the price will... . Although high computational requirements are compelling ETH to move to the PoS model, the Bitcoin PoW mining cycle is currently.",2021-12-03 05:53:08+00:00
259,Larissa2802MA,299,116,1522,"Netflix is down 72% in 6 months, but Bitcoin is too volatile for a spot Bitcoin ETF. LMFAO.",2021-08-23 01:04:20+00:00
260,ProsperTay261,976,108,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2022-02-19 23:05:46+00:00
261,Doug47363977,15,15,0,Glamorous (Official Music Video) https://t.co/kbgOR8df4O via @YouTube #Bitcoin https://t.co/X8ZL7hzpgW,2019-09-16 17:58:03+00:00
262,chonAndFams,91,3,0,"@Jayecane Did I actually win if so I'd love it in the mac daddy bitcoin  lesssgooo 🥳

1KWJFDiBNXYMA6cTeji4SgsTY5wSPYqC9u",2020-11-13 05:25:21+00:00
263,RicochetDeSilva,745,64,39,"Full validation sync of Bitcoin Core v23 to block 720,000 on my benchmark machine took 6 hours 27 minutes. This is 2.3% faster than v22.",2013-11-14 16:22:05+00:00
264,bitcoinagile,13941,65492,2,#bitcoin UPDATE #9 for BINANCEUS:BTCUSDT by Bitcoin100X- #BTCUSDT https://t.co/DXodDKw5PY https://t.co/2YzHJEzbW1,2014-01-07 23:52:46+00:00
265,Abhinav2022004,112,7,37,"#Bitcoin is currently trading in …….?

  Bear              🤷‍♂️              Bull 
Market                            Market",2022-01-07 08:14:14+00:00
266,jadysouto,111,542,0,Bitcoin is not governed by a central authority and relies on technicians and miners to process transactions and keep the blockchain secure,2009-10-21 10:44:34+00:00
267,Yo_okii,570,68,727,WARREN BUFFET: I WOULDN'T BUY ALL OF THE BITCOIN IN THE WORLD FOR $25.,2011-09-21 01:41:47+00:00
268,Macksmini,70,11,0,Why Did An Anonymous Donor Give Alex Jones $1 Million in Bitcoin? ⁦@USATODAY⁩ ⁦@CNN⁩ Abuse of bankruptcy laws… certain debts should never be wiped away… his is one .. https://t.co/JGmVczA42U,2017-02-01 04:31:31+00:00
269,YaJ67354121,159,44,0,@LyndonWest_ @JailynnRimbaud @DocumentingBTC It would indeed be a technological breakthrough if chip makers can make Bitcoin mining as easy as early days when you only needed a laptop.,2021-05-26 10:13:49+00:00
270,btcnewsapp,0,744,0,Why Roger Ver Believes Dogecoin Could Oust Bitcoin To Become The World’s Dominant Crypto - ZyCrypto via BTCnews for iOS https://t.co/8YXjwzRCow,2014-11-24 14:20:37+00:00
271,TheRealSHA256,809,894,0,"@Crypto_Sidekick And of course, Bitcoin just drops the second i tweeted that.",2012-03-16 02:39:24+00:00
272,NeilMBornstein,265,28,0,"@MichaelEHayden @Chinchillazllla I don't know much about bitcoin. That's the one where every transaction is permanently and publicly recorded?

Asking for someone interested in hiding their money after being sued.",2017-01-25 20:56:32+00:00
273,XRP85251029,1915,1851,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-01-31 06:05:39+00:00
274,ky1estorey,74,122,366,I couldn’t give any less fucks what Charlie Munger thinks of Bitcoin.,2016-10-17 01:18:04+00:00
275,gianniconfalone,237,54,116,"So @elonmusk buys @Twitter and the government counters with the Homeland Security Disinformation Board 🤣🤣

This proves Twitter was their Disinformation Board and now it's gone.

Incredible to see how triggered they are.

Wait till they find out what bitcoin is.",2016-11-24 16:42:52+00:00
276,frankieblanco99,5082,5844,298,"Charlie Munger: Bitcoin “makes me look bad.”

#Bitcoin: Yes",2013-09-06 06:37:07+00:00
277,shinohai2017,1719,1111,33,"Bitcoin’s Lightning network is cheaper, faster, and more reliable than Solana. https://t.co/QdhNUPMXRH",2020-09-23 19:27:09+00:00
278,tokenhold1,109,5,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2012-02-15 18:25:27+00:00
279,FlyingHights,141,115,8,"Gold is a store of yesterday’s value.
Bitcoin is a store of tomorrow’s value.",2022-04-10 11:39:43+00:00
280,QuantumFeg,680,429,284,"It's nice to see a name in front of the #fBNB contract!

@FEGtoken
#FEG #FEGtoken $FEG
#Crypto #BTC #ETH #SHIB #BabyDogeCoin· #SAFEMOON #DOGE #XRP #altcoin #Ethereum #Bitcoin #Cryptocurrency #NFTGiveaway #NFTs #NFT #100xgem #BSC #SOL #ADA #DeFi #NFTCommunity @news_of_bsc https://t.co/Y4J7QiGuic",2021-12-01 11:55:09+00:00
281,Raff_Bassetti,30378,18136,82,"It wasn’t too long ago that Wall Street rejected #bitcoin altogether. 

Now some of the same large institutions that bashed #bitcoin are beginning to introduce services and offerings with #bitcoin at the center.

https://t.co/u6LMly243k",2008-08-27 09:22:42+00:00
282,Bitcoin_is_,1240,714,0,@pmarca You think even his stoicism could make it through Manhattan without cracking?,2021-05-02 20:12:16+00:00
283,SuFi60RaJ,402,61,1623,"If #Bitcoin  doesn't reach $50,000 by May 20th, I will give $2,500 to one lucky follower! 👀🚀 

LIKE ❤️ &amp; FOLLOW 🚀 TO ENTER!!!",2021-12-20 08:30:32+00:00
284,ikashi_bigwin,890,108,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2013-02-17 17:36:47+00:00
285,CrossCountryRAP,3375,3079,0,"The sixth installment of my trade journal features one of my best Bitcoin (BTC) swing trades ever, catching much of the 40% move that caught many traders off guard. 

Open your Crypto Account Now:
https://t.co/GhkcGdyjhc
#Markets https://t.co/g7PqKHRhrW",2016-06-23 22:08:34+00:00
286,Crypto_Worldx,2890,2983,79,When do you think #Bitcoin will hit $2T in market capitalization?,2018-05-28 23:42:33+00:00
287,kackenchef69,282,73,0,Why are you not buying the #Bitcoin dip right now instead of scrolling?,2021-11-04 18:30:45+00:00
288,keet03crypto,35,15,0,@NCashOfficial At the rate we’re dipping.And Bitcoin crossing moving averages. Might want to lower those buys !,2021-04-12 23:13:12+00:00
289,IAmEricPete,1493,937,3420,"An anonymous crypto-whale just sent over $1 million worth of #bitcoin to embattled Stop the Steal extremist Alex Jones.

Jones withdrew the money and quickly wiped the wallet from his website.

@MeganSquire0 and myself with the scoop: https://t.co/EXeOYwMhqJ",2009-06-26 01:05:34+00:00
290,OG_Ronin101,251,267,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2021-10-08 06:02:13+00:00
291,rohitan11,99,45,650,"The world can not afford the cost of war. Everyone feels the pain. #Peace talks must prevail.

#StopPutin #inflation #cryptocurrency #Bitcoin #StandUpForUkraine  @coinkit_ com 50 600 btc #WorldPeace https://t.co/arIEhnUTFm",2021-09-30 15:23:10+00:00
292,akanghyo,2235,671,114,"$10 in 2 HOURS

RT &amp; Follow @senpai6199 🔔 

#Giveaways #Crypto #shib #SHIBARMY #BabyDoge #bitcoin  #BNB",2021-02-16 09:42:44+00:00
293,mericatrade,1173,268,2,"The coins are heading to ZERO!   #BTC $MARA $RIOT $SOS $EBON 🤫 🤫 

Great points here 🤫🩸🤫👇🏽

Warren Buffett gives his most expansive explanation for why he doesn't believe in bitcoin https://t.co/vqlGjKGeNf",2017-01-19 14:17:45+00:00
294,Bitcoin96985004,0,15,0,"Currently, the April 30, 2022 at 23h57, bitcoin is worth : 37668.24 $ or 35761.92 € https://t.co/F4mxTGSLOS",2021-06-22 19:41:43+00:00
295,navyboy76,139,72,13,"Just #PiNetwork. Did you miss out on Bitcoin &amp; Ethereum mining? Pi Network is a great opportunity for you. Mine Pi coin with your smart Phone 📲by clicking on the App every 24hrs. #DOT #ETH  #BNB      #BTC      #Pi #Web3
Join link https://t.co/9PpEE4INTn
👇
Invite code:linda01 https://t.co/a4kbRJ8rid",2015-04-02 18:28:25+00:00
296,sweetcatNFT,1816,830,17,"New NFT! 😻💕👑

#nft #nftart #nftcommunity #nftcollector #nftmarketplace  #opensea #nftcollectibles #nfts #nftcommunity #nftartist #BTC #Bitcoin #nftartwork #NFTs #NFT #blockchain #Metaverses #raribleNFT #FreeNFT #ethereum #polygon #eth #nftmint #nftcollection #cryptocurrency https://t.co/RfZs0VvcKb",2022-03-21 18:02:35+00:00
297,brianoloughlin9,4982,4403,430,"Jones expressed a mixture of ambivalence and contempt for crypto until he started working with Max Keiser of Russia Today. 

His interest skyrocketed after that. He called Keiser ""hooked up with Putin and the Easter Bunny"": https://t.co/EXeOYwMhqJ https://t.co/21xXCNStCc",2016-12-18 01:55:35+00:00
298,malo_fern,112,21,257,"CBDC's are not a threat to Bitcoin.

They're a threat to human freedom.",2021-09-02 22:32:15+00:00
299,Hayess5178,959,55772,1,"I could be off by $100 and 37.5k acts as support✍️. 
Will Just have to see.

#bitcoin https://t.co/uSavs6POTJ",2010-04-25 23:01:37+00:00
300,arm_urbina,1299,415,959,"The heart of Africa has adopted #bitcoin as legal tender.

Only a matter of time until the rest of the continent follows. https://t.co/K8EfqlX8lN",2009-03-30 17:29:07+00:00
301,deuxsdo,3,6,0,"@MrHodl #Bitcoin   always recover if you wait long enough, If there is any coin not to ever underrate then is BTC because the pump will always happen.

If you aren’t following @Bizdaw you should be. There aren’t many who have a better understanding of value investing, great tweets &amp; tips",2012-05-25 01:44:57+00:00
302,additionalrules,4,1159,0,"NFT news.

Inside Project Black: The World’s First Supercar Ownership NFT Series - TheRichest 

 https://t.co/YiZKP1mZPl

#NFT #BTC #bitcoin #money",2019-10-08 15:22:45+00:00
303,cryptotrader289,2493,136,192,"#Giveaway 
   
   1️⃣ #ETH Ağında #NFT
   2️⃣ 100.000 #shiba hediye

   🎁 To win 🎗👇

   1️⃣ follow @zupot267
   2️⃣ like + RT
   3️⃣ Tag 3 Friends

    48⏰
#bitcoin #btc #nftgiveaway #eth #nft https://t.co/Eqw3SVuZBG",2022-02-04 23:54:56+00:00
304,dreaminers,3447,700,116,"Hugh Hendry, contrarian trader who shorted the 2008 crash, finally seems to understand bitcoin. 
In doing so (and I say this with love) he may be embodying a growing trend of hedge-fund-managers-turn-bitcoin-surfers 😁 https://t.co/WfrdkYfR6R",2017-01-14 03:41:50+00:00
305,FintechJoe,847,468,35,Today some Bitcoiners are in Bern and the president of the ‚Bitcoin Association Switzerland‘ just spoke during the General Meeting of Shareholders of the Swiss National Bank about #Bitcoin. Well done Luzius! #CryptoNation🇨🇭 https://t.co/tMhRj3Z5Dq,2017-07-30 00:56:31+00:00
306,AlertTrade,154546,172447,1,"🥇  The No.1 Bitcoin $BTC Sportsbook &amp; Casino  🚀🚀🚀
🔥  Enjoy a 100% deposit match up to a massive 5 BTC  

🙋  via ⟶ https://t.co/lABNnA9kA5 √  

#Casino #LiveCasino #Slots #CasinoBonus $BTC $SWN $MRO $EQT $X $CTRA $BMY $AR $BTU $RRC $COP $KOS $WFC $BAC $AFMD https://t.co/fewY9URTzO",2010-03-08 16:14:34+00:00
307,NellyNellz650,1311,553,3,Bought that dip! #cro #Bitcoin 🚀,2017-12-09 15:09:48+00:00
308,MyP_Chicago,4996,2789,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2015-10-02 03:51:55+00:00
309,Solokov_Sats,231,19380,0,"btw for errbody curious 'bout the 1-to-1 comparison of le chart &amp; my #btc #cryptotrading stream's TA, here u go. (it's real life)

Even went afk with an ""I told ya so."" placeholder. 

As is written, so shall it become.
Love to see it.
#Bitcoin https://t.co/MbEdvPDveY",2020-02-18 17:12:02+00:00
310,gneodi,1793,207,0,Look at the bright side we will close the monthly #Bitcoin with longterm bullish divergence ! Holders should wait till 10th May ❤️remember this tweet 🥹 https://t.co/CZumwjs7WM,2010-05-08 01:51:12+00:00
311,astromanticRTX,852,327,220,"🤝Squid Academy x Momoco🤝

To celebrate our collaboration with Squid_Academy.

Giveaway
🎁1x NFT SA

To do:
👉Follow 
@Squid_Academy
 &amp; 
@nft_momoco
👉 ♥ RT &amp; Tag 3

48H
#NFT #NFTCommunity #Bitcoin #ETH #SOL #CocaCola #NFTGiveaway #ElonMusk https://t.co/APT9rKlaqU",2021-08-07 00:19:32+00:00
312,_tech_lord,322,63,0,Monthly candle close in 4 minutes. #Bitcoin,2011-10-01 18:24:54+00:00
313,meiwindollarr,969,53,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2022-04-17 11:04:57+00:00
314,shanzi73338680,5,9,0,"'BTC hashrate of 220 EH/S would rise to 320 EH/S in 2022;' the price will... . Although high computational requirements are compelling ETH to move to the PoS model, the Bitcoin PoW mining cycle is currently.",2021-12-23 07:42:10+00:00
315,deuxsdo,3,6,0,"@NeilJacobs #Bitcoin   always recover if you wait long enough, If there is any coin not to ever underrate then is BTC because the pump will always happen.

If you aren’t following @Bizdaw you should be. There aren’t many who have a better understanding of value investing, great tweets &amp; tips",2012-05-25 01:44:57+00:00
316,pac_bobby,322,32,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-04-18 17:13:13+00:00
317,IAmBitcoinBot,1,1260,0,Current #Bitcoin Price is $37717 #BTC #Crypto,2021-10-01 17:41:03+00:00
318,r_Buttcoin,10,1008,0,Warren Buffett says he wouldn't pay $25 for all the bitcoin in the world — and Charlie Munger blasts the crypto as 'stupid' and 'evil' (by StableCoinScam) [external] https://t.co/0FovDL0OC5,2014-10-03 11:34:22+00:00
319,DollarCostAvg,258,7264,0,"@lovemesexy8 No, $coin and $mstr are leading all them shitcoins like #bitcoin and #hex and spermcoin etc. 

The sector leads risk and will be the first to go to zero.",2014-12-16 02:34:11+00:00
320,TexasBadBoyX,4986,1210,407,"FUN FACT: A user sold a #crypto domain for 10 #Bitcoin ($380,000), which they purchased for $16 in 2017.",2021-06-30 18:13:44+00:00
321,joseph_isador,2171,1190,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2021-10-12 00:22:11+00:00
322,CrypSight,0,161,0,"Surely everyone can now see how Bitcoin is ""controlled"" by the stock market and how Bitcoin ""controls"" #cryptocurrency  ⁉️

🖖🙄

#Decentralization  $BTC 🤮 #Crypto #Ethereum $ETH  $VET $ONE $XEC $XRP $ADA $XLM $SHIB #APECOIN  #SafeHaven #Cryptocurrencies #Binance #Coinbase  #BTC",2015-08-27 23:51:26+00:00
323,rmahdx,287,264,1,"I'm going to assume this dump is attributed to investors de-risking digital assets in light of coming interest rate hikes, inflation, and GDP dips. 

#crypto #cryptocrash #btc #bitcoin #eth #ethereum #altcoin #altcoins",2015-04-20 17:45:38+00:00
324,freemendonotbow,2151,1123,137,The #bitcoin price has been consolidating around $40k for a year and a half now 😳,2009-09-05 00:53:12+00:00
325,Zerpillion,244,1033,727,WARREN BUFFET: I WOULDN'T BUY ALL OF THE BITCOIN IN THE WORLD FOR $25.,2018-01-07 06:17:02+00:00
326,rrenrunren,2436,253,1294,"If you could hold only one project for the next 2 years, what would it be?

#BSCGems #BSC #x100Gems #x1000GEM #Cryptocurrency #GEM #AVAX #Bitcoin #ETH",2020-10-11 08:55:26+00:00
327,deuxsdo,3,6,0,"@FoxNews #Bitcoin   always recover if you wait long enough, If there is any coin not to ever underrate then is BTC because the pump will always happen.

If you aren’t following @Bizdaw you should be. There aren’t many who have a better understanding of value investing, great tweets &amp; tips",2012-05-25 01:44:57+00:00
328,KurtLauman,258,715,122,"Charlie Munger just said #Bitcoin is stupid, evil, and will make him look stupid if he owns it.

Nope, Charlie, you're doing that to yourself already.",2020-07-12 00:09:01+00:00
329,vin_o_nz,946,202,160,"#Bitcoin’s not important, yet Buffett and Munger keep talking about it today.",2009-07-08 11:11:27+00:00
330,GudJobBro,174,166,853,JUST IN: A mysterious whale has purchased $71 million #Bitcoin in the past 7 days.,2022-01-13 12:59:47+00:00
331,JohnnyDee62,568,2097,6064,"Alex Jones is currently negotiating cooperation with the DOJ regarding January 6.

An anonymous donor just gave Jones $1 million worth of Bitcoin.

Who is the donor?  Is this witness tampering or obstruction of justice?",2011-01-20 14:43:43+00:00
332,accointing,1563,10944,0,Sign up now 👉 https://t.co/2F5mKGW2Zk https://t.co/ok7NOyuTgs,2018-08-06 17:01:50+00:00
333,CashRocket,85,6578,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2010-10-30 03:58:11+00:00
334,KearlJeffrey,642,85,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2021-05-13 23:29:44+00:00
335,Monicarodgers0,38,28,383,"Behind the scenes…

#Bitcoin $BTC https://t.co/8oBh8WW3tZ",2022-04-28 00:25:09+00:00
336,CashRocket,85,6578,64,"Charlie Munger: Bitcoin is evil because it undermines the Federal Reserve system and the national currency system.  

If by “evil” he means “attractive” and by “undermines” he means “offers an alternative to” then I’m in total agreement!
#bitcoin https://t.co/l94hwVDkss",2010-10-30 03:58:11+00:00
337,mahzuzjidana,4998,37,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2021-06-05 06:16:23+00:00
338,Chiguirism,681,156,122,"@zengjiajun_eth Bitcoin, not crypto.

Like:

A: ""Oh I'm really into bitcoins, I love all the decentralized governance and DAOs happening there""
B: ""Which bitcoin is your favorite?""
A: ""Oh I like Solana, also Tezos, the founder is a good guy, French, believes in anarchocapitalist stuff""",2021-05-31 18:19:02+00:00
339,weeblueghost,81,251,0,"- 
BTC price: $37,679 / £29,967 

26.54 Naks per USD
33.37 Naks per GBP

&lt;price steady&gt; 

A #Nak is one millionth of a #Bitcoin so it is 100 #Sats. 
If a Sats are cents, Naks are dollars! 
#SatoshiNakamoto 

01/05/2022  00:56:43 GMT https://t.co/TifT9WUTMK",2020-10-17 08:24:46+00:00
340,bidenyoung45,72,1831,0,"@AltcoinDailyio I see #Bitcoin as ultimately bcoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. So i advise you buy &amp; trade for the future,i personally trade with signals from @bernie_Doranfx &amp; I've accumulated over 1.4BTC",2011-01-29 09:54:42+00:00
341,wobbewan_kenobi,102,35,0,"R3DD06 found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/8f0WslItXx #cryptocurrency #371573 https://t.co/m989z0Ylhp",2021-12-27 22:15:33+00:00
342,turkan_sevi,4817,30,4417,"$150 in 36 hours 🐲🐉

-RT + Follow @Verox_AICrypto + RT 📌

$ape $creek $btc $btcusd #nft #nfts #upcoming $jewel $gst $ftm $bnb $eth #crypto #bitcoin $nexo #blockchain #investment #coin #100x #10x $looks $hex #alt #altcoin #hot #next #invest #buy #long $fil $xmr",2013-03-01 12:29:12+00:00
343,DrBagz888,676,210,182,"#XRPHolders  we know whats up. 
The harvest is going to be legendary! 
🦊

#ripple #xrp #bitcoin #Ethereum #XRPArmy https://t.co/fDsawAavBE",2021-11-12 06:12:16+00:00
344,CryptoDev100972,458,94,194,"#BITCOIN DON'T PANIC WEAK HANDS. PART II.

#BTC #CRYPTO https://t.co/IjP04optrO",2020-12-31 03:46:23+00:00
345,TeeJayShib,92,29,959,"The heart of Africa has adopted #bitcoin as legal tender.

Only a matter of time until the rest of the continent follows. https://t.co/K8EfqlX8lN",2022-02-20 17:14:59+00:00
346,crypt0bank,148,1104,959,"The heart of Africa has adopted #bitcoin as legal tender.

Only a matter of time until the rest of the continent follows. https://t.co/K8EfqlX8lN",2018-03-07 05:12:20+00:00
347,GillesKiza,25,4,683,"$10000 in #Bitcoin  among the first 3000 people who follow and retweet! 

Drop your wallets https://t.co/kbY44z0nUv",2022-04-05 23:45:48+00:00
348,CryptoNewz4,4,225,0,Meta NFT Marketplace: What We Know So Far   https://t.co/fHFlu86h4S   #Bitcoin,2021-07-15 06:08:39+00:00
349,Hassano59157951,60,33,1925,So I hear Warren Buffett &amp; Charlie Munger are marketing #Bitcoin again...,2021-02-03 07:28:02+00:00
350,Monicarodgers0,38,28,332,"5 years from now, you’ll wish you bought more #Bitcoin under $40,000.",2022-04-28 00:25:09+00:00
351,bidenyoung45,72,1831,0,"@TheMoonCarl I see #Bitcoin as ultimately bcoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. So i advise you buy &amp; trade for the future,i personally trade with signals from @bernie_Doranfx &amp; I've accumulated over 1.4BTC",2011-01-29 09:54:42+00:00
352,riskavera_,3928,1417,1319,"The big day has come! 🤩🚀🦾

This Sunday we are launching our own amazing NFT platform! 😍🥳

#APEBORG TO THE MOOOON!! 😎🚀🚀🚀

#NFT #NFTs #opensea #rarible #BTC #Bitcoin #Ethereum #ETH #BSC #BNB #Binance #ElonMusk #nftart #ALTS #NFTshill #cryptocurrency #NFTMarketplace #crypto https://t.co/RMKTyNj9a7",2021-03-30 03:07:27+00:00
353,TickerTop,49,812,1,"1: Bitcoin price is $37716.88 (-1.59% 1h)
2: Ethereum price is $2734.94 (-1.99% 1h)
3: Tether price is $1.00 (-0.00% 1h)
4: BNB price is $378.42 (-2.21% 1h)
5: USD Coin price is $1.00 (-0.01% 1h)
12: Dogecoin price is $0.13 (-2.36% 1h)",2018-02-06 13:13:35+00:00
354,lakbok2,49,33,650,"The world can not afford the cost of war. Everyone feels the pain. #Peace talks must prevail.

#StopPutin #inflation #cryptocurrency #Bitcoin #StandUpForUkraine  @coinkit_ com 50 600 btc #WorldPeace https://t.co/arIEhnUTFm",2021-10-01 03:09:13+00:00
355,Hodlsville,539,427,1,"Everything Warren Buffett has accomplished is predicated on a lie.  Sorry to say it,  I looked up to him at one point.  #bitcoin shines the light on false worldviews and makes you start anew.",2021-01-28 20:10:51+00:00
356,b_bitcoin_only,163,76,27,"Still don’t understand how the UTXO model works for #Bitcoin?

Check out our most recent #BlockstreamDeciphered on our Youtube channel so you can explain it easily ⬇️

https://t.co/UTueFn96cP https://t.co/GkJdsCs67m",2021-08-27 18:41:47+00:00
357,ElTiburonBTC,839,303,0,"@Yuzrname @DWhitmanBTC @sukhpr33t @BullyEsq Actually, whether or not we agreed these other things are better, I suspect that the other chains will be eaten by bitcoin anyway.

What do you think about this:

https://t.co/fyh6GiEevx",2020-12-21 07:00:32+00:00
358,montaspavel,644,374,829,"Warren Buffett just said he wouldn’t buy all the bitcoin in the world for $25

This is because he does not know how to turn on a computer",2012-06-26 01:36:52+00:00
359,DowGoldEquals1,86,7473,2,"#Bitcoin: Note the red box that shows price went from about $19,000 to about $42,000 in four months.  Reverse symmetry could have us back at around $19,000 within the next four months or much less.  Feel free to ""remind me."" https://t.co/ECeslVGQJs",2021-02-16 01:57:35+00:00
360,soso57958629,0,0,0,"Bitcoin Monthly Return

🔸 Bitcoin monthly is closing with an average of -18% loss for the month of April compared to last year at 1.78%

Can we see a more positive closing on May?
#Bitcoin https://t.co/BQfLOMCBiF",2016-02-19 01:23:21+00:00
361,notEezzy,1993,56473,397,"Missed Time NFT?

&gt; how to win a gas war on an nft drop 101 (as someone who wins 99.8% of them): 

Stage 1: Preparation
&gt; open the drop website on tab 1
&gt; find and open the drop’s contract on etherscan on tab 2
&gt; open https://t.co/U28e4Je8PE on tab 3

Stage 2: Minting

a thread:",2018-05-05 02:22:02+00:00
362,bidenyoung45,72,1831,0,"@IOHK_Charles I see #Bitcoin as ultimately bcoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. So i advise you buy &amp; trade for the future,i personally trade with signals from @bernie_Doranfx &amp; I've accumulated over 1.4BTC",2011-01-29 09:54:42+00:00
363,danrwanda_,484,846,221,"Finder’s Experts Predict #APECOIN Will End 2022 at $27 per Token, 75% Think #APE Is Just 'Another #memecoin '
$BTC  $ETH
https://t.co/cIrolmbdWP
#Bitcoin #Ethereum #cryptocurrency #coindailynews #APECOIN #memecoin",2021-05-23 07:46:27+00:00
