,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,username,following,followers,retweetcount,text,date,show,sentiments,profile_score
167,167,167,167,Pi_Dinosaur,160,91,59,back to 25 by tuesday $doge dogecoin,2021-10-31 04:36:04+00:00,0,0.0,0.91
168,168,168,168,ThomasCamilla2,31,1,0,elonmusk dogecoin to the moon,2022-04-12 19:01:21+00:00,1,0.0,0.01
169,169,169,169,DogechainFamily,2,3737,152,little reminder if you are loosing some faith in winking_face,2022-04-10 21:01:30+00:00,1,-0.1875,37.37
170,170,170,170,jrdavidmitchell,55,1486,1,state of the market on price action at 7 50 pm est tonight,2018-11-13 17:24:54+00:00,0,0.1,14.86
171,171,171,171,IAmDogeBot,1,1098,0,current price is $0 127182 full_moon,2021-09-11 16:21:11+00:00,0,0.0,10.98
172,172,172,172,iamMELOQUAY,1586,259,59,back to 25 by tuesday $doge dogecoin,2020-11-12 13:46:11+00:00,0,0.0,2.59
173,173,173,173,JMC60109201,88,45,145,do not angry the doge _binance not making the proof of assets public only means there is something shady is manipulating the price are you trying to suppress the campaign will become more aggressive in the coming days fire,2020-07-16 15:47:06+00:00,0,0.1,0.45
174,174,174,174,kiki_martinez87,1997,724,31,i'm excited to see what you bring to the table in the future along with n hundred_points hundred_points fire fire,2011-08-09 04:07:20+00:00,0,0.1875,7.24
175,175,175,175,IamSingh77,35,24,0,dogecoin is getting duumped,2021-04-14 14:01:38+00:00,0,0.0,0.24
176,176,176,176,Vellawardhn,918,1120,143,star-struck war of tribes official game launch via,2011-02-14 07:37:59+00:00,0,-0.4,11.2
177,177,177,177,kiki_martinez87,1997,724,5,we talking thinking_face,2011-08-09 04:07:20+00:00,0,0.0,7.24
178,178,178,178,lymxnt,686,189,143,star-struck war of tribes official game launch via,2022-04-18 10:28:45+00:00,1,-0.4,1.89
179,179,179,179,DogeJiffy,5001,692,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2015-01-13 01:28:14+00:00,0,0.275,6.92
180,180,180,180,JessicaLynn9750,630,400,3,it is times like this…i want to send a text to everyone in my contact list to buy then i remember that i do not like half of those people thinking_face,2021-05-14 16:16:04+00:00,0,-0.16666666666666666,4.0
181,181,181,181,KROTOBALAPKW7,3178,86,143,star-struck war of tribes official game launch via,2022-04-09 08:22:53+00:00,1,-0.4,0.86
182,182,182,182,Sir_JoshUalot_,278,461,0,dedicated to the dips smiling_face_with_sunglasses victory_hand,2021-12-22 04:45:44+00:00,0,0.0,4.61
183,183,183,183,jichifiagemwin5,3121,287,143,star-struck war of tribes official game launch via,2020-06-12 04:13:23+00:00,0,-0.4,2.87
184,184,184,184,IamTraderX,512,2811,0,_bitlord7 only work in dogecoin,2018-07-17 15:09:15+00:00,0,0.0,28.11
185,185,185,185,sasanasini,3149,162,143,star-struck war of tribes official game launch via,2020-05-07 21:14:36+00:00,0,-0.4,1.62
186,186,186,186,nutsawlaki,4986,355,143,star-struck war of tribes official game launch via,2021-09-11 11:43:08+00:00,0,-0.4,3.55
187,187,187,187,Faezmyr,192,50,81,see the future of and means to the moon crescent_moon rocket rocket god you,2022-04-11 11:29:56+00:00,1,0.0,0.5
188,188,188,188,Kfray_,816,631,0,_empire its a matter of time other cryptos have proven it,2013-11-07 09:06:07+00:00,0,-0.125,6.31
189,189,189,189,Dnyc1091,1619,633,1,you all are done for player one ready,2022-03-16 18:47:17+00:00,1,0.2,6.33
190,190,190,190,AlexiaH50649241,20,2,4,i have a strong feeling that is getting set for a spike up and bounding to the moon rocket rocket,2022-04-21 15:42:26+00:00,1,0.4333333333333333,0.02
191,191,191,191,Dmasav7,28,66,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2015-10-12 15:52:25+00:00,0,0.275,0.66
192,192,192,192,ashleyj0e,1718,54,143,star-struck war of tribes official game launch via,2021-11-13 06:17:35+00:00,0,-0.4,0.54
193,193,193,193,AdemGndz,233,76,27,i think anything less than $1 is a great price for …once it reaches $1 people and businesses will realize its worth i'm buying now sparkles,2021-02-19 05:30:40+00:00,0,0.3111111111111111,0.76
194,194,194,194,jackspa84167797,3930,2053,16,non stop,2018-09-04 14:48:41+00:00,0,0.0,20.53
195,195,195,195,StayMobile_SMI,3997,2518,0,‘they will not be immune' — the fed's stark warning sends the price of bitcoin ethereum bnb xrp solana cardano and dogecoin into free fall forbes,2010-06-29 19:05:49+00:00,0,0.1,25.18
196,196,196,196,abdidvd,157,32,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2020-06-20 10:38:23+00:00,0,0.275,0.32
197,197,197,197,TrentonSamuel,3020,2741,0,‘they will not be immune' — the fed's stark warning sends the price of bitcoin ethereum bnb xrp solana cardano and dogecoin into free fall forbes,2013-06-27 07:07:28+00:00,0,0.1,27.41
198,198,198,198,dominic96912151,59,84,110,fun fact elon is pro twitter accepting payments in dogecoin to the moon rocket rocket indeed,2021-05-08 14:55:11+00:00,0,0.3,0.84
199,199,199,199,HeeSt01eMyHe4r7,346,48,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2021-09-17 03:14:28+00:00,0,0.5,0.48
200,200,200,200,BotOfDogecoin,12,74966,1,the current price of one doge is now $0 1266 3% change in the last hour one mdoge is worth $126 598 9051 total volume in last 24h $866 047 245 current coinmarketcap rank $doge,2018-01-28 08:58:07+00:00,0,-0.07142857142857142,749.66
201,201,201,201,BwcDeals,19,34974,0,65% off 50pcs kn95 face mask black 5 layer cup dust safety masks filter efficiency‚,2019-09-30 23:18:35+00:00,0,-0.16666666666666666,349.74
202,202,202,202,taip05990,62,34,133,do you agree with this price prediction me that is my stuff star-struck star-struck as always follow for the latest updates fire,2021-12-15 02:52:34+00:00,0,0.5,0.34
203,203,203,203,Souleymane0092,59,148,29,would be cool if there was an option to buy maye musk's book with dogecoin ),2021-11-15 18:34:13+00:00,0,0.35,1.48
204,204,204,204,CryptoAuspex,375,98,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2022-04-25 02:08:46+00:00,1,0.275,0.98
205,205,205,205,KurtLauman,258,715,7,litecoin has helped bitcoin and dogecoin litecoin is the friendliest cryptocurrency litecoin is the best few $ltc,2020-07-12 00:09:01+00:00,0,0.4,7.15
206,206,206,206,demakers1,23,19,0,is on sale now get it now before the price doubles,2020-07-07 20:06:35+00:00,0,0.0,0.19
207,207,207,207,MilgateTyler,1504,4848,31,i'm excited to see what you bring to the table in the future along with n hundred_points hundred_points fire fire,2019-02-27 00:13:58+00:00,0,0.1875,48.48
208,208,208,208,cityaux,1776,107,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2022-04-09 04:52:56+00:00,1,0.5,1.07
209,209,209,209,bricordero40,509,603,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2011-01-13 04:42:12+00:00,0,0.275,6.03
210,210,210,210,fiobeck555,146,92,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2022-03-31 07:30:16+00:00,1,0.275,0.92
211,211,211,211,Hawko_44,2894,811,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2015-10-24 12:57:25+00:00,0,0.275,8.11
212,212,212,212,dogeofficialceo,258,38429,5,we talking thinking_face,2021-01-31 18:24:47+00:00,0,0.0,384.29
213,213,213,213,RomainSprengers,512,2684,0,@_russell_mc @_crypto_babe _p_meloni _fazel yes it is time pour me aussi right-facing_fist green_heart left-facing_fist good night bro dolphin,2010-01-19 16:56:56+00:00,0,0.7,26.84
214,214,214,214,syntheticwomb,774,96,0,_bitlord7 got my dogecoin on cryptsy exchange only the ogs remember,2021-10-08 09:17:51+00:00,0,0.0,0.96
215,215,215,215,keishinaaa,2844,52,273,thanks bringing new future for people,2016-05-24 02:42:16+00:00,0,0.11212121212121212,0.52
216,216,216,216,telulr,1098,282,143,star-struck war of tribes official game launch via,2014-01-13 10:08:32+00:00,0,-0.4,2.82
217,217,217,217,JohhnnStadelman,285,89,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2022-04-21 01:41:57+00:00,1,0.275,0.89
218,218,218,218,AlexRod66527335,11,1,0,dogecoin to the moon,2022-04-11 21:56:38+00:00,1,0.0,0.01
219,219,219,219,toneloc2023,1230,699,1,see what i mean false advertisement and people are losing a lot of money listening to this guy backhand_index_pointing_down_light_skin_tone backhand_index_pointing_down_light_skin_tone,2019-09-15 19:34:30+00:00,0,-0.3562500000000001,6.99
220,220,220,220,deborahzhu15,1393,648,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2016-01-13 15:06:25+00:00,0,0.275,6.48
221,221,221,221,Toddwade69420,1714,4059,31,i'm excited to see what you bring to the table in the future along with n hundred_points hundred_points fire fire,2021-02-10 16:33:21+00:00,0,0.1875,40.59
222,222,222,222,Scieducation1,2476,3157,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2015-05-07 09:53:04+00:00,0,0.275,31.57
223,223,223,223,Officialtizzy16,4,1,6,if i send $200 which coin you will buy confetti_ball confetti_ball,2022-04-13 08:11:24+00:00,1,0.0,0.01
224,224,224,224,realrudymartin,18532,26123,7,dogecoin is beating bitcoin as elon musk's plan to buy twitter takes shape | barron's,2010-09-14 20:26:14+00:00,0,0.0,261.23
225,225,225,225,MissyDogeLover,4291,3204,0,are u 3 paying in winking_face raising_hands_light_skin_tone,2021-09-24 15:48:17+00:00,0,0.0,32.04
226,226,226,226,KakashiWrld,184,2151,1,you buying the dip yet dog,2019-12-25 18:56:26+00:00,0,0.0,21.51
227,227,227,227,RL19M,1670,2056,0,@_russell_mc @_crypto_babe _p_meloni _fazel great let us make a deal in next days rolling_on_the_floor_laughing time to sleep now good night,2009-10-08 16:38:40+00:00,0,0.5,20.56
228,228,228,228,IAmDogeBot,1,1098,0,current price is $0 127081 full_moon,2021-09-11 16:21:11+00:00,0,0.0,10.98
229,229,229,229,DANIELF51825627,90,105,142,can or trend no1 worldwide ruling as no 1 trending worldwide no 2 trending world wide no 3 trending worldwide no 4 check for more trends,2021-08-02 07:02:05+00:00,0,0.2,1.05
230,230,230,230,4678d346c6754ac,74,9,119,megaphone megaphone is here trade popular cryptos at a $1 minimum backhand_index_pointing_down backhand_index_pointing_down get $5 of rewards by completing one crypto trade,2015-01-09 16:16:44+00:00,0,0.6,0.09
231,231,231,231,crypto_bitlord7,502,205429,154,keep laughing at memes $100 in dogecoin on launch (coin swap or something cannot remember) is now worth multi millions you spend more per week on food so realistically there is no excuse to not participate,2020-12-27 15:56:54+00:00,0,0.275,2054.29
232,232,232,232,FraBra12,58,6,225,dogecoin,2021-02-07 07:03:45+00:00,0,0.0,0.06
233,233,233,233,RickFreyta,5089,5269,0,the current price of one doge is now $0 1266 3% change in the last hour one mdoge is worth $126 598 9051 total volume in last 24h $866 047 245 current coinmarketcap rank $doge,2017-02-06 14:43:52+00:00,0,-0.07142857142857142,52.69
234,234,234,234,BwcDeals,19,34974,0,38% off black disposable face masks,2019-09-30 23:18:35+00:00,0,-0.16666666666666666,349.74
235,235,235,235,kiki_martinez87,1997,724,8,thank you for this great content smiling_face_with_smiling_eyes double_exclamation_mark price of will continue to suffer unless we understand this,2011-08-09 04:07:20+00:00,0,0.8,7.24
236,236,236,236,RickOtt9,2624,1378,50,i love doge i love everyone who loves doge and i love doge forever grinning_face_with_smiling_eyes smiling_face_with_heart-eyes red_heart $doge,2017-08-03 15:10:23+00:00,0,0.5,13.78
237,237,237,237,dogecoin_price_,37,2910,1,the current price of one doge is now $0 1266 3% change in the last hour one mdoge is worth $126 598 9051 total volume in last 24h $866 047 245 current coinmarketcap rank $doge,2015-04-12 08:00:21+00:00,0,-0.07142857142857142,29.1
238,238,238,238,kiki_martinez87,1997,724,21,hey wen are you going to let people pay in on the app,2011-08-09 04:07:20+00:00,0,0.0,7.24
239,239,239,239,kiki_martinez87,1997,724,27,i think anything less than $1 is a great price for …once it reaches $1 people and businesses will realize its worth i'm buying now sparkles,2011-08-09 04:07:20+00:00,0,0.3111111111111111,7.24
240,240,240,240,RickOtt9,2624,1378,5,something tells me i will own more by morning zany_face face_savoring_food hope everyone is enjoying the weekend clinking_beer_mugs,2017-08-03 15:10:23+00:00,0,0.5333333333333333,13.78
241,241,241,241,josivaldo20300,47,16,122,fire top trending coins on today small_blue_diamond $gmt small_orange_diamond $ape small_blue_diamond $gst small_orange_diamond $moov small_blue_diamond $jasmy small_orange_diamond $doge small_blue_diamond small_orange_diamond $shib small_blue_diamond $pit wrapped_gift claim $100 sign up gift right_arrow_curving_down,2022-02-06 18:43:23+00:00,1,0.5,0.16
242,242,242,242,WinstonGalbrai1,18,6,1,'bitcoin jesus' backs dogecoin elon musk's twitter purchase roger ver an early bitcoin (crypto btc) investor and creator of bitcoin cash (crypto bch) says he prefers dogecoin (crypto,2022-04-21 15:08:26+00:00,1,0.1,0.06
243,243,243,243,roosevelt_leila,19,8,1,19% off hp 15 inch laptop,2022-04-16 06:16:57+00:00,1,0.0,0.08
244,244,244,244,Samzheeeee,3353,154,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2021-12-07 18:44:13+00:00,0,0.5,1.54
245,245,245,245,Mohamed46677047,34,62,25,morning panda they can short all the they want we is not leaving we are here to the end and our game is strong hundred_points hundred_points fire fire,2022-01-01 21:09:34+00:00,1,0.01111111111111109,0.62
246,246,246,246,MyDogeTip,1,1183,1,"_radio _dogecoin much wow pythadoge you got tipped ð69 for this post jordanj77 pls open app to confirm jordanj77 is # 1 in the (steam train) locomotive railway_car reply ""+tip <amount>"" to join the train",2021-12-14 22:48:59+00:00,0,0.05,11.83
247,247,247,247,Mohamed46677047,34,62,43,blossom blossom dog four_leaf_clover blossom blossom sunflower $doge,2022-01-01 21:09:34+00:00,1,0.0,0.62
248,248,248,248,Savdogo1,172,29,133,do you agree with this price prediction me that is my stuff star-struck star-struck as always follow for the latest updates fire,2021-12-01 18:38:25+00:00,0,0.5,0.29
249,249,249,249,NFTMakers4,372,908,0,check out this item on opensea via _nft,2021-11-12 13:44:20+00:00,0,0.0,9.08
250,250,250,250,Mohamed46677047,34,62,15,never stop exploring,2022-01-01 21:09:34+00:00,1,0.0,0.62
251,251,251,251,riell__winners,2615,129,143,star-struck war of tribes official game launch via,2021-05-05 08:08:41+00:00,0,-0.4,1.29
252,252,252,252,DezDaPr3z,34,49,76,smiling_face_with_heart-eyes snickers dogecoin acceptance coming smiling_face_with_heart-eyes,2021-12-31 04:04:43+00:00,0,0.0,0.49
253,253,253,253,Mohamed46677047,34,62,24,let us go fishing tropical_fish,2022-01-01 21:09:34+00:00,1,0.0,0.62
254,254,254,254,Jpstron,1514,624,59,1 like for 1 retweet for 1 comment for,2010-12-16 08:02:04+00:00,0,0.0,6.24
255,255,255,255,LAdreamin818,188,187,11,buy the dip apply diamond hands,2021-05-18 02:39:40+00:00,0,0.0,1.87
256,256,256,256,GotoshiNakamoto,275,145,199,i'm thirsty drooling_face,2019-05-26 01:49:42+00:00,0,0.0,1.45
257,257,257,257,Robotbeat,2271,5812,0,you can just put any random sort of bytes onto the blockchain right it does not have to be a transaction how much can you store per transaction fee on bitcoin vs dogecoin (i'm looking at these kinds not ethereum or whatever for now ),2009-10-14 19:05:59+00:00,0,-0.004761904761904763,58.12
258,258,258,258,Unclejaggi,731,302,4,i could slap 20 faces on gru but i will not just do not be a gru cause that ish is not cool $plsd $hex $plsx $pls,2021-03-28 01:19:40+00:00,0,-0.175,3.02
259,259,259,259,juheri_01,61,48,142,can or trend no1 worldwide ruling as no 1 trending worldwide no 2 trending world wide no 3 trending worldwide no 4 check for more trends,2021-12-08 17:58:43+00:00,0,0.2,0.48
260,260,260,260,CryptoJolly98,1876,1153,199,i'm thirsty drooling_face,2021-01-05 21:35:57+00:00,0,0.0,11.53
261,261,261,261,BlitheTuttle,18,2,3,collision tuesday 26th april collision launch their custom made one of a kind water_wave goat 𓃵,2022-04-21 14:57:25+00:00,1,0.6,0.02
262,262,262,262,neobigwin_2,1974,77,143,star-struck war of tribes official game launch via,2022-04-17 15:57:01+00:00,1,-0.4,0.77
263,263,263,263,l93307857,3,166,1,50% off 100pcs disposable face masks,2022-04-13 22:39:58+00:00,1,0.0,1.66
264,264,264,264,a1DyZFPSCS1EXcA,67,91,694,which token you want to no 1 worldwide on bitcoinlfg app and website,2021-05-07 02:44:13+00:00,0,0.0,0.91
265,265,265,265,Frederi226,22,2,4,"elon musk has made an offer to buy twitter (twtr) and take it private saying he believes it needs to be ""transformed "" 動画保存ランキング",2021-06-09 18:00:55+00:00,0,0.0,0.02
266,266,266,266,RyanFox19D,103,25,78,"dogearmy let us quote tweet _binance posts with this image lfg fire (day 15/69 of asking cz to provide ""proof of assets"" for ) backhand_index_pointing_down backhand_index_pointing_down",2022-04-26 00:14:44+00:00,1,0.0,0.25
267,267,267,267,Mohamed46677047,34,62,24,remember when twitter was nothing but elon and tweets smiling_face_with_tear,2022-01-01 21:09:34+00:00,1,0.0,0.62
268,268,268,268,ayokwin,4378,115,143,star-struck war of tribes official game launch via,2021-09-26 07:22:59+00:00,0,-0.4,1.15
269,269,269,269,inudreamu,249,35,0,bitcoin was created by the us government it will be used in a social credit system to control and limit the size of your carbon footprint elon musk's purchase of twitter combined meteverse brain chip tech and dogecoin will be used to enslave you and everyone you know,2022-04-05 01:12:24+00:00,1,0.03333333333333333,0.35
270,270,270,270,to3mber,408,133,145,do not angry the doge _binance not making the proof of assets public only means there is something shady is manipulating the price are you trying to suppress the campaign will become more aggressive in the coming days fire,2021-03-18 22:26:29+00:00,0,0.1,1.33
271,271,271,271,Mohamed46677047,34,62,31,crypto llama checking into,2022-01-01 21:09:34+00:00,1,0.0,0.62
272,272,272,272,Melissa62438,6,2,4,"elon musk has made an offer to buy twitter (twtr) and take it private saying he believes it needs to be ""transformed "" 動画保存ランキング",2021-06-08 09:48:37+00:00,0,0.0,0.02
273,273,273,273,Jvdl99653119,103,72,1,__spaceman _gem best project in the space,2021-10-21 15:26:57+00:00,0,1.0,0.72
274,274,274,274,BwcDeals,19,34974,1,50% off 100pcs disposable face masks,2019-09-30 23:18:35+00:00,0,0.0,349.74
275,275,275,275,EmanRoozkhosh,68,22,0,_empire what sin have i committed in holder that i should be slapped,2022-02-07 23:53:27+00:00,1,0.0,0.22
276,276,276,276,aidenkeene21,188,24,35,do not care what anyone says i am bullish on dogecoin rocket,2022-04-26 04:13:04+00:00,1,0.0,0.24
277,277,277,277,to3mber,408,133,76,smiling_face_with_heart-eyes snickers dogecoin acceptance coming smiling_face_with_heart-eyes,2021-03-18 22:26:29+00:00,0,0.0,1.33
278,278,278,278,holmcross,587,359,145,do not angry the doge _binance not making the proof of assets public only means there is something shady is manipulating the price are you trying to suppress the campaign will become more aggressive in the coming days fire,2009-09-08 21:52:27+00:00,0,0.1,3.59
279,279,279,279,Mohamed46677047,34,62,59,back to 25 by tuesday $doge dogecoin,2022-01-01 21:09:34+00:00,1,0.0,0.62
280,280,280,280,Mohamed46677047,34,62,187,i love how the future crypto of earth was created to make fun of crypto to the moon,2022-01-01 21:09:34+00:00,1,0.26666666666666666,0.62
281,281,281,281,Rizasofficial,211,107,76,smiling_face_with_heart-eyes snickers dogecoin acceptance coming smiling_face_with_heart-eyes,2012-11-16 21:37:03+00:00,0,0.0,1.07
282,282,282,282,Souleymane0092,59,148,17,$0 12 is like bitcoin at $100 apple at 50c amazon at $10 or google at $50 doubted all took time & all giants,2021-11-15 18:34:13+00:00,0,0.0,1.48
283,283,283,283,LukaHustler,100,18,0,dogecoin,2021-11-29 11:52:19+00:00,0,0.0,0.18
284,284,284,284,IAmDogeBot,1,1098,0,current price is $0 127372 full_moon,2021-09-11 16:21:11+00:00,0,0.0,10.98
285,285,285,285,Mohamed46677047,34,62,16,dogecoin,2022-01-01 21:09:34+00:00,1,0.0,0.62
286,286,286,286,TheDon_64209,802,2724,0,go check out this content creator is always pumping out fire,2020-10-07 01:06:42+00:00,0,0.0,27.24
287,287,287,287,AltcoinFGI,134,7177,1,fear and greed index is currently 44 mild fear 24h technical analysis index 31 sell relative strength index 44 current price is 0 12654643942165525 usd live analysis for $doge and 100 other and,2020-05-12 10:45:13+00:00,0,0.05744949494949495,71.77
288,288,288,288,bmurphypointman,18419,79697,0,overstock deals,2012-06-25 04:38:20+00:00,0,0.0,796.97
289,289,289,289,pwrlvs,695,59,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2022-02-24 14:41:16+00:00,1,0.5,0.59
290,290,290,290,alperzde,46,15,824,woof woof its dogeday dog_face celebrate with our $12 00 in doge giveaway money-mouth_face get your doge now backhand_index_pointing_down,2019-05-12 23:34:36+00:00,0,0.0,0.15
291,291,291,291,ashmoin,2188,264,133,do you agree with this price prediction me that is my stuff star-struck star-struck as always follow for the latest updates fire,2012-07-08 09:20:57+00:00,0,0.5,2.64
292,292,292,292,VictorMizrahi12,372,184,0,assessing if 'dogecoin is a significantly better cryptocurrency than bitcoin' via,2021-03-12 20:08:43+00:00,0,0.5,1.84
293,293,293,293,Mohamed46677047,34,62,164,if the us government wants to get out of debt then they should just invest in,2022-01-01 21:09:34+00:00,1,0.2,0.62
294,294,294,294,WarpSpeedcrypto,3345,2034,0,_girl69 about 5 600 dogecoin lost about $500 grand but still holding strong waiting for dogecoin to skyrocket again,2012-09-22 20:12:02+00:00,0,0.4666666666666667,20.34
295,295,295,295,DogeMoonSoon,1623,3162,0,_empire keep my futures name out yo fn mouth rolling_on_the_floor_laughing rolling_on_the_floor_laughing,2021-04-25 20:44:11+00:00,0,0.0,31.62
296,296,296,296,kippermoon72,314,117,3,tell all your friends in the community to get a bag of $burn first token off the rocket this will now burn and a token of the holders vote ballot_box_with_ballot fire will it be your community eyes peace_symbol,2012-07-09 21:46:42+00:00,0,0.25,1.17
297,297,297,297,Nft_feelz,68,35,0,he seen the bitcoin shirt and was mad at you cause he is a dogecoin maxi who was saying doge will overlap btc,2021-10-29 13:38:56+00:00,0,-0.625,0.35
298,298,298,298,Michael44188917,134,448,0,_empire me too i wonder if all these so called diamond hands really are lol,2021-07-19 08:12:37+00:00,0,0.5,4.48
299,299,299,299,TheWizardOfDoge,926,1603,3,“the total that you do with is per day has a much than ” — $doge doge coin crescent_moon sparkles dog,2021-05-11 21:42:13+00:00,0,0.1,16.03
300,300,300,300,twinpillars01,517,464,3,tell all your friends in the community to get a bag of $burn first token off the rocket this will now burn and a token of the holders vote ballot_box_with_ballot fire will it be your community eyes peace_symbol,2011-09-08 22:50:04+00:00,0,0.25,4.64
301,301,301,301,Toddwade69420,1714,4059,0,they would taste even better if they accepted face_savoring_food dog doughnut $doge,2021-02-10 16:33:21+00:00,0,0.5,40.59
302,302,302,302,dogecoin_empire,558,65375,0,holding strong flexed_biceps_medium-light_skin_tone,2019-09-21 21:15:46+00:00,0,0.4333333333333333,653.75
303,303,303,303,travswtnb,1901,663,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2021-10-02 12:41:22+00:00,0,0.5,6.63
304,304,304,304,HoranyTaban,25,30,0,know the rate of bitcoin ethereum litecoin ripple dogecoin and other cryptocurrencies,2022-03-02 10:49:27+00:00,1,-0.125,0.3
305,305,305,305,oizhiAlmo,1643,297,0,big day may collect shiba doge,2009-10-31 12:33:23+00:00,0,0.0,2.97
306,306,306,306,passthebeano,1426,2747,0,not that i think i'm a clairvoyant but i just have this strange feeling that elon musk could pump dogecoin at any time probably nothing $btc $doge $tsla $tslaq _enforcement _sec,2014-07-30 19:25:38+00:00,0,-0.07500000000000001,27.47
307,307,307,307,RujanoW,5008,757,7,im just sitting here watching the wheels go around hammer_and_pick fire,2009-06-20 22:08:08+00:00,0,0.0,7.57
308,308,308,308,LadyDogeBugBird,5953,10935,28,so many great people in the since tweeting about last year i've enjoyed so many great meme's that is the great thing about that is how a funny dog makes life worthwhile,2018-10-17 14:41:24+00:00,0,0.5166666666666666,109.35
309,309,309,309,Mohamed46677047,34,62,33,internet dog money,2022-01-01 21:09:34+00:00,1,0.0,0.62
310,310,310,310,MaeWinns15,1460,107,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2022-03-08 07:31:43+00:00,1,0.5,1.07
311,311,311,311,Erick67906867,3,1,4,may 22 is the day do not miss out $hib bnb and eth rewards,2022-03-06 08:15:48+00:00,1,0.0,0.01
312,312,312,312,Mohamed46677047,34,62,27,miners digging for more,2022-01-01 21:09:34+00:00,1,0.5,0.62
313,313,313,313,geo_ripul_007,512,105,0,i was just being humorous about the drop in the price of dogecoin i do not need any support thanks tho,2019-03-31 03:59:38+00:00,0,0.35,1.05
314,314,314,314,pauloasbett,103,18,6,elon musk buys twitter for $44 00m and rises and ranks among the top 10 cryptos well well eyes smirking_face,2014-11-05 21:18:40+00:00,0,0.5,0.18
315,315,315,315,FreeAgentBobby,32,361,0,i can see one route is that add doge to twitter if this happens we could see 20 25 cents for sure,2020-01-03 05:36:35+00:00,0,0.5,3.61
316,316,316,316,BwcDeals,19,34974,0,22% off occer 12x25 compact binoculars with clear low light vision,2019-09-30 23:18:35+00:00,0,0.16666666666666666,349.74
317,317,317,317,moveforward20,236,18,0,i hope starts accepting payments in and heavily integrates both and into all platforms and i hope someone comes up with a spot etf and calls it the buffet,2018-12-27 18:10:14+00:00,0,-0.2,0.18
318,318,318,318,Azzi01341998,112,13,231,what project that will make you millionaire in 2022 partying_face hibiscus tell me more if i miss something dizzy fire,2021-03-07 20:11:23+00:00,0,0.5,0.13
319,319,319,319,twinpillars01,517,464,2,tell all your friends in the community to get a bag of $burn first token off the rocket this will now burn and a token of the holders vote ballot_box_with_ballot fire will it be your community eyes peace_symbol,2011-09-08 22:50:04+00:00,0,0.25,4.64
320,320,320,320,DogecoinDylan,216,65,199,i'm thirsty drooling_face,2018-10-01 21:26:05+00:00,0,0.0,0.65
321,321,321,321,Mohamed46677047,34,62,48,only 69 420 miles $doge,2022-01-01 21:09:34+00:00,1,0.0,0.62
322,322,322,322,jung1derful,1320,70,577,hello blockchain world waving_hand we are going to on in 2 days rocket visit our website for more information check_mark_button site,2022-03-20 09:29:49+00:00,1,0.5,0.7
323,323,323,323,Michael_Hemp_,144,46,0,i like to think of my dogecoin in a little nest all snug and comfy set to rest for a long time but in a tuxedo shirt you know because it says it likes to party,2021-01-21 21:31:59+00:00,0,-0.11875,0.46
324,324,324,324,RL19M,1670,2056,0,@_russell_mc @_crypto_babe _p_meloni _fazel i've noticed long time ago you are huge fan of shiba thinking_face how much you will pay for 1 00 00 shiba inu face_with_tears_of_joy imagine one million ( ) shiba inu in your wallet rolling_on_the_floor_laughing,2009-10-08 16:38:40+00:00,0,0.18333333333333332,20.56
325,325,325,325,TeamDogeCoin369,163,833,5,be safe tonight enjoy your weekend much love shibes dog,2021-03-09 18:50:55+00:00,0,0.4666666666666666,8.33
326,326,326,326,RujanoW,5008,757,31,i'm excited to see what you bring to the table in the future along with n hundred_points hundred_points fire fire,2009-06-20 22:08:08+00:00,0,0.1875,7.57
