,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,username,following,followers,retweetcount,text,date,show,sentiments,profile_score
141,141,141,141,yahyaasaaf1,77,50,0,_to _io $hzmi would like to inform you that this currency has added to iraqis and arabs in general the culture of cryptocurrencies and through which most arabs went out to trade i am happy to trade through it thanks to the founders of the currency ($hzm),2022-04-13 15:53:49+00:00,1,0.3875,0.5
142,142,142,142,yahyaasaaf1,77,50,0,_to _io $hzm new exchanges coming and new projects i am very excited for whats to come,2022-04-13 15:53:49+00:00,1,0.2534090909090909,0.5
143,143,143,143,J_Real3,3140,3627,13,an arab tether kewn fuck him forever,2014-10-31 04:09:12+00:00,0,-0.4,36.27
144,144,144,144,yahyaasaaf1,77,50,0,_to _io $hzm a quantum leap in the world of information and communication technology rocket rocket,2022-04-13 15:53:49+00:00,1,0.0,0.5
145,145,145,145,ChadLanders,1068,1214,17,crypto is a vastly inferior replacement for the current thing imagine tether and sam bankman fraud replacing the fed and janet yellen it will end in disaster,2009-03-05 19:19:02+00:00,0,0.0,12.14
146,146,146,146,yahyaasaaf1,77,50,0,_to _io $hzm hzm coin it is a great honor for us as arabs to present to you our global currency that will amaze everyone in a short time the opportunity is there to be among our get rich quick community hzm is the gold of the future it is hope all need welcome all to,2022-04-13 15:53:49+00:00,1,0.2885416666666667,0.5
147,147,147,147,yahyaasaaf1,77,50,0,_to _io _coin *hzm camel his currency holds international certificates *the first arab arypto *the total number of currency is 100 billion and more than 95% have been burned so far and the currency team still owns 450 million and will burn them soon fire,2022-04-13 15:53:49+00:00,1,0.16999999999999998,0.5
148,148,148,148,kivaember,317,2282,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2010-08-29 15:39:41+00:00,0,0.3333333333333333,22.82
149,149,149,149,zx16888c,10,1,0,_to please see my pinned tweet,2022-04-09 21:22:18+00:00,1,0.0,0.01
150,150,150,150,zx16888c,10,1,0,_to _to please see my pinned tweet,2022-04-09 21:22:18+00:00,1,0.0,0.01
151,151,151,151,MagyarTams16,503,768,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2019-03-14 12:59:16+00:00,0,0.225,7.68
152,152,152,152,ronansczerny,5765,5952,0,"""ox i need you safe "" ""why would not i be "" ""shit "" mark muttered ""he's your tether "" he chuckled darkly ""oh the fucking irony "" que",2020-10-02 18:49:55+00:00,0,-0.1125,59.52
153,153,153,153,Always_Hustlin_,2183,605,0,$70 usd i need eth but trustwalletapp will not let me convert my tether for anything they say i need 19 cents in eth,2015-10-27 16:36:45+00:00,0,0.0,6.05
154,154,154,154,_REIGNMAN_,14554,25459,0,_ no xrp is not tied to tether,2009-09-02 04:17:42+00:00,0,0.0,254.59
155,155,155,155,alwynagbayani1,317,32,0,not even a tether grab like pac man thinking_face,2019-08-12 02:16:52+00:00,0,0.0,0.32
156,156,156,156,topcryptostats,0,4609,0,tether usdt price $1 00 change in 1h 0 00108706% market cap $83 161 389 465 39 ranking 3,2016-04-30 15:47:58+00:00,0,0.0,46.09
157,157,157,157,evisceratorxxx,1067,434,0,_up this is the pinnacle of tether behavior,2018-09-17 14:48:50+00:00,0,0.0,4.34
158,158,158,158,Adasaur1,331,237,0,would not that mean they would have to cut their sex tether,2021-02-15 16:29:46+00:00,0,-0.3125,2.37
159,159,159,159,CryptoBreakNews,9,1787,0,tether (usdt) q1 trading volume plunges to $5 3 trillion in quarterly low,2018-04-04 20:06:36+00:00,0,0.0,17.87
160,160,160,160,BERNARDWANJAMA1,81,38,0,the law that was passed by force and by might conspired and contemplated a scenario where men and women would need justice before the polls but wont get it sifunas other name should be investigated asmeokapuka sought to tie men and women on a tether that we can call,2021-11-23 12:43:10+00:00,0,-0.125,0.38
161,161,161,161,__fleurdanielle,2222,2947,0,_beki two lads called elliot and carl from jersey boys are pretty fab also huon as second cover tommy blew me away also loved seeing may tether in heathers as cover veronica (i know you have not seen it) but she is phenomenal,2010-01-12 23:13:11+00:00,0,0.3625,29.47
162,162,162,162,StephM97249776,118,110,13,an arab tether kewn fuck him forever,2019-09-26 15:52:06+00:00,0,-0.4,1.1
163,163,163,163,TickerTop,49,812,0,1 bitcoin price is $38338 18 ( 0 35% 1h) 2 ethereum price is $2790 89 ( 0 34% 1h) 3 tether price is $1 00 (0 00% 1h) 4 bnb price is $389 83 ( 0 31% 1h) 5 usd coin price is $1 00 ( 0 02% 1h) 12 dogecoin price is $0 13 ( 0 06% 1h),2018-02-06 13:13:35+00:00,0,0.0,8.12
164,164,164,164,meeynarh96,308,213,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2013-01-05 20:35:58+00:00,0,0.225,2.13
165,165,165,165,TrialByTruth,4828,8044,0,and on behalf of anyone facing a shortage i hope this govt is doing everything in their power to resolve because most of us have a tether we have been at the end of for a long while ask yourselves if we are more of a threat with or without hrt,2013-10-19 21:52:33+00:00,0,0.31666666666666665,80.44
166,166,166,166,bestcanton7,4167,26574,0,_jayne1981 i am pleased your union official was such a help my dissertation for my ma was teacher stress and the law we lose so many good teachers bullied out of the profession i represented so many good teachers who were at the end of their tether and just wanted out good luck folded_hands,2017-07-06 17:40:44+00:00,0,0.5142857142857143,265.74
167,167,167,167,sandrinha_olv,257,97,0,so many ways to waste most of my tether,2012-04-07 18:35:10+00:00,0,0.26666666666666666,0.97
168,168,168,168,MadamButtcheeks,1009,676,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2013-08-02 04:35:47+00:00,0,0.3333333333333333,6.76
169,169,169,169,meeynarh96,308,213,0,glad to hear it tether supports the leading cryptocurrency and does not spray all sorts of dubious projects,2013-01-05 20:35:58+00:00,0,0.5,2.13
170,170,170,170,WSMMorag,454,542,0,not to mention the carer crisis which is seeing unpaid carers left yet again to take up the slack i cannot be the only one at the end of my tether and apparently being over budget means my son does not get the support he desperately needs i'm just so tired now,2021-08-21 09:33:41+00:00,0,-0.125,5.42
171,171,171,171,poorbirdietwit,815,105,0,i like dis it is perfect tether,2021-11-23 21:54:12+00:00,0,1.0,1.05
172,172,172,172,mashimero,1853,992,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2009-03-18 02:26:30+00:00,0,0.3333333333333333,9.92
173,173,173,173,jeeyonshim,666,11051,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2014-11-17 07:45:00+00:00,0,0.3333333333333333,110.51
174,174,174,174,boopabelle,365,169,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2009-06-17 07:58:53+00:00,0,0.3333333333333333,1.69
175,175,175,175,limbikfreq,215,440,0,now playing proem tether,2008-08-31 20:08:29+00:00,0,0.0,4.4
176,176,176,176,linda56050442,730,142,242,"this is fantastic made my day cmc owned by binance ccp own binance bitfinex huobi okex tether 73% mining farms rigs (ind) pools owned by ccp xrp is the only coin they cannot control they call it ""centralized"" xrp is the one cowboy_hat_face clinking_beer_mugs",2018-04-08 23:11:47+00:00,0,0.3333333333333333,1.42
177,177,177,177,XFTDG_,528,120,1,anyone up for some tether ball,2013-01-04 22:22:21+00:00,0,0.0,1.2
178,178,178,178,72mz,231,196,8,just when you think they will pit a pursuit suspect police in arizona deploy an unexpected technology to end the chase,2012-06-03 16:49:56+00:00,0,0.1,1.96
179,179,179,179,cr719801980,4700,5351,0,_to _io i will just hzm coin and i will think about some coins in the future,2016-07-12 21:48:29+00:00,0,0.0,53.51
180,180,180,180,m10m1f,149,82,0,_to _io $hzmi would like to inform you that this currency has added to iraqis and arabs in general the culture of cryptocurrencies and through which most arabs went out to trade i am happy to trade through it thanks to the founders of the currency ($hzm),2022-04-11 20:52:16+00:00,1,0.3875,0.82
181,181,181,181,m10m1f,149,82,0,_to _io hzm coin audience is large and will be number one soon,2022-04-11 20:52:16+00:00,1,0.21428571428571427,0.82
182,182,182,182,angelic_elaina,1104,2531,0,hush your mouth tether no one was talking to you,2013-08-07 17:30:37+00:00,0,0.0,25.31
183,183,183,183,dissectmarkets,357,1941,0,did he mention anything about,2019-11-18 05:51:09+00:00,0,0.0,19.41
184,184,184,184,Apakabar_crypto,19,180,0,Indonesia usdt/idr and usd/idr price comparison world_map Indonesia indodax(usdt/idr) 14602 idr globe_with_meridians forex (usd/idr) 14460 idr difference 141 idr current usdt/idr is 0 98% higher than foreign exchange Indonesia,2021-11-23 18:45:08+00:00,0,0.04166666666666666,1.8
185,185,185,185,Crypto_goup,62,61,0,ıb ınk 30/04/2022 prices now,2021-03-09 16:04:02+00:00,0,0.0,0.61
186,186,186,186,marindongui,109,59,0,i wonder if tether will somehow be collegiate with the chinese market i think it is unlikely because then they would have to forget about adoption in america,2012-05-05 15:20:59+00:00,0,-0.25,0.59
187,187,187,187,Salah941646510,351,108,0,_to _io hzm coin camel bitcoin next arab,2021-09-25 17:45:13+00:00,0,0.0,1.08
188,188,188,188,HamadAliraqi1,120,63,0,_to _io hzm coin your world of wealth and realization of dreams go to invest now,2022-01-08 22:20:13+00:00,1,0.0,0.63
189,189,189,189,Salah941646510,351,108,0,_to _io hzm coin camel upcoming mega projects,2021-09-25 17:45:13+00:00,0,0.0,1.08
190,190,190,190,hyperflufffreak,63,39,0,then click deposit search usdt (aka tether) and click it make sure this next page says trc20 under deposit method then copy the usdt wallet address i've blurred out mine,2022-03-04 10:44:04+00:00,1,0.25,0.39
191,191,191,191,HamadAliraqi1,120,63,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2022-01-08 22:20:13+00:00,1,0.17142857142857146,0.63
192,192,192,192,HamadAliraqi1,120,63,0,_to _io hzm currency on eight global platforms in the coming days gradually who expects the two additional platforms,2022-01-08 22:20:13+00:00,1,0.0,0.63
193,193,193,193,HamadAliraqi1,120,63,0,_to _io hzm coin red_heart strong discreet and with large projects i advise those who want to invest in it to do so before the big launch rocket rocket,2022-01-08 22:20:13+00:00,1,0.21587301587301586,0.63
194,194,194,194,MaggieL,3076,1636,0,_j_higgins this is not a situation we see on earth so i'm not sure i'm thinking about this properly but my intuition is the tether would need to bear the weight of two starship masses at 1 g (one at either end) fortunately both already have hard points rated to carry the 1g weight,2007-11-14 17:46:00+00:00,0,-0.035416666666666666,16.36
195,195,195,195,friendOfGreen1,317,34,242,"this is fantastic made my day cmc owned by binance ccp own binance bitfinex huobi okex tether 73% mining farms rigs (ind) pools owned by ccp xrp is the only coin they cannot control they call it ""centralized"" xrp is the one cowboy_hat_face clinking_beer_mugs",2020-04-06 05:50:15+00:00,0,0.3333333333333333,0.34
196,196,196,196,Manuela_Ldc,151,90,0,tether is the second biggest stablecoin in my portfolio after bitcoin lol,2012-04-17 18:41:05+00:00,0,0.4,0.9
197,197,197,197,FfjneCW4D3oMP2R,275,83,0,_to _io hzm coin always keep your eyes on it because it will simply amaze everyone,2020-06-03 18:09:05+00:00,0,0.0,0.83
198,198,198,198,FfjneCW4D3oMP2R,275,83,0,_to _io hzm coin always keep your eyes on it because it will simply amaze everyone,2020-06-03 18:09:05+00:00,0,0.0,0.83
199,199,199,199,AsadTalp,131,72,1,_to _io i will buy hzm coin,2020-05-22 21:46:37+00:00,0,0.0,0.72
200,200,200,200,bthofen,38,37,0,_to _io i suggest hzm coin in this list,2022-04-13 19:27:12+00:00,1,0.0,0.37
201,201,201,201,Soru_dunyasi,65,22,0,_to _io underrated coin how is possible dks sitting at current price marketing and pr is near perfect comminty is active we will waiting you at our telegram group,2017-11-05 09:00:23+00:00,0,0.19333333333333336,0.22
202,202,202,202,bthofen,38,37,0,_to _io beautiful list but hzm coin will be in this list in future,2022-04-13 19:27:12+00:00,1,0.425,0.37
203,203,203,203,bthofen,38,37,0,_to _io the hzm will be in this list in future,2022-04-13 19:27:12+00:00,1,0.0,0.37
204,204,204,204,ArtfulEmma,981,938,0,it takes a crisis to send someone to the gp very often at the end of a very long tether,2017-02-27 10:59:17+00:00,0,0.0675,9.38
205,205,205,205,anmar_daood,36,39,0,_to _io hzm coin will be gold,2022-04-12 03:19:37+00:00,1,0.0,0.39
206,206,206,206,anmar_daood,36,39,1,_to _io i will buy hzm coin,2022-04-12 03:19:37+00:00,1,0.0,0.39
207,207,207,207,FadlShwkt,197,43,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2022-04-22 18:07:10+00:00,1,0.17142857142857146,0.43
208,208,208,208,mhmdalanbary8,14,17,0,_to _io coin packs the first cryptocurrency in the arab world strong currency packs fighter currency packs camel TOP_arrow,2022-04-15 21:57:07+00:00,1,0.3416666666666667,0.17
209,209,209,209,FadlShwkt,197,43,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2022-04-22 18:07:10+00:00,1,0.17142857142857146,0.43
210,210,210,210,FadlShwkt,197,43,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2022-04-22 18:07:10+00:00,1,0.17142857142857146,0.43
211,211,211,211,Crypto315s,37,30,0,_to _io $ hzm the world has gone crazy with all these cryptocurrencies it is true but if you search you are sure to find our hzm coin the first arab currency that changed all of your trading and investing strategies become a member of our hzm family today and you will be special,2021-12-16 22:06:06+00:00,0,0.17142857142857146,0.3
212,212,212,212,umarjacksononly,540,170,13,an arab tether kewn fuck him forever,2021-10-19 03:09:38+00:00,0,-0.4,1.7
213,213,213,213,Dr_kam98,10,0,0,_to _io hazm coin the first cryptocurrency in the arab world hazm coin will redraw the arab financial picture camel TOP_arrow,2021-10-05 22:47:57+00:00,0,0.125,0.0
214,214,214,214,waelwael2021,52,12,0,_to _io when you want to be patient invest and win invest in the first arab currency in the world,2022-04-16 18:51:47+00:00,1,0.525,0.12
215,215,215,215,loxlo3,2841,2973,2171,lost broken_heart wilted_flower without you musical_score music movie_camera video popcorn featuring dizzy “tether me” by galleaux from sparkles lucifer season 5 backhand_index_pointing_down click the youtube link backhand_index_pointing_down _ cactus,2019-05-19 09:51:07+00:00,0,0.0,29.73
216,216,216,216,Ikhal0910,1389,211,0,_ _24 i really want to tether,2020-04-23 16:06:26+00:00,0,0.2,2.11
217,217,217,217,cryptoschteen,149,250,0,$btc getting the pure rekt effect from crypto god _to / remix this into cold cold wallet want to trade my fomo hat for a tether swag hat,2018-01-12 19:44:04+00:00,0,-0.32857142857142857,2.5
218,218,218,218,gjmgvjm,371,37,7224,stand with the people of ukraine now accepting cryptocurrency donations ethereum bitcoin and tether (usdttrc20) btc — 357a3so9cbsnfbbgfyacgvxxs6tmadoa1p eth — 0x165cd37b4c644c2921454429e7f9358d18a45e14 usdt (trc20) — tefccmfq38czs1dtzvhsxkvdcka8y6vfcy,2022-03-21 13:24:16+00:00,1,0.0,0.37
219,219,219,219,Tether_Online,342,216,6,if you are down to participate in an stream let me know on discord or below so i can start whitelisting i want to try to host a big band of artists to do longwinded test stream where we just fuck around on one big canvas art games + challenges included,2021-01-11 06:01:02+00:00,0,-0.1388888888888889,2.16
220,220,220,220,sedatkrsln47,139,49,8,we trust 600 holders fire 1k loading rocket > _ _news _exchange buy the dip backhand_index_pointing_down 0xfe5f69dfa2d4501e78078266f6d430c079098f90,2022-04-21 20:59:58+00:00,1,0.0,0.49
221,221,221,221,OgBigtankxxCPGz,243,57,242,"this is fantastic made my day cmc owned by binance ccp own binance bitfinex huobi okex tether 73% mining farms rigs (ind) pools owned by ccp xrp is the only coin they cannot control they call it ""centralized"" xrp is the one cowboy_hat_face clinking_beer_mugs",2015-12-10 19:18:58+00:00,0,0.3333333333333333,0.57
222,222,222,222,peacemomma67,6933,6754,3,_cw3 _rnc _csa also tether ball rolling_on_the_floor_laughing rolling_on_the_floor_laughing,2014-06-26 19:13:00+00:00,0,0.0,67.54
223,223,223,223,Xbudz,6479,7680,0,_online yeah they are not working on it i wish they would keep exploring those possibilities though,2007-05-15 22:21:22+00:00,0,0.0,76.8
224,224,224,224,markitosbam,309,100,0,how does ccp actually own tether though,2012-04-11 14:24:50+00:00,0,0.6,1.0
225,225,225,225,KeoDaLeo,408,278,0,show me the statistics that says bm are the biggest viewers i'll wait karen if you rather gag on pink colored cox just say that i'm getting divestment wigs and tether energy off you face_with_tears_of_joy,2009-09-11 01:02:08+00:00,0,-0.1,2.78
226,226,226,226,fantamoviez,298,9,0,bitcoin ether price increase tether usd coin and binance usd fall,2021-08-17 14:56:55+00:00,0,0.0,0.09
227,227,227,227,raquylove22,83,47,0,tether would have been a better option but elon still prefers shitcoins nice,2013-01-19 04:26:40+00:00,0,0.55,0.47
228,228,228,228,antsared,12079,12900,68,i call upon the courage of a wildflower to grow where it wills i call upon the charm of the dogwood flower to resurrect in me all that i need for me to love and live i call upon the sage flower to tether me to all that is light so mote it be so mote it be,2010-02-05 21:16:58+00:00,0,0.34545454545454546,129.0
229,229,229,229,CookKCEgyptian,8002,8821,3,_cw3 _rnc _csa also tether ball rolling_on_the_floor_laughing rolling_on_the_floor_laughing,2017-09-02 12:17:40+00:00,0,0.0,88.21
230,230,230,230,Tether_Online,342,216,0,i thought they canned this project before hopping into the hololens project,2021-01-11 06:01:02+00:00,0,0.0,2.16
231,231,231,231,DirkDagg3r,176,134,0,the tether burnout in him exposed itself in his smooth brain hip hop locs weed and the jamaican flag this guy is a clown_face,2021-10-18 15:49:37+00:00,0,0.4,1.34
232,232,232,232,festiva_casual,114,15,0,try the tether grabs they probably will not do anything but just to be safe,2020-10-18 20:03:52+00:00,0,0.5,0.15
233,233,233,233,Tether_Online,342,216,2,just got done with this and the girls are taking a brief lunch break check them out in a bit for more questionable ps2 games,2021-01-11 06:01:02+00:00,0,0.0,2.16
234,234,234,234,AmlongJudyann,6348,7428,3,_cw3 _rnc _csa also tether ball rolling_on_the_floor_laughing rolling_on_the_floor_laughing,2019-07-22 11:08:25+00:00,0,0.0,74.28
235,235,235,235,FBAkay88,162,181,0,you are all over the place tether babbling,2017-06-29 06:26:15+00:00,0,0.0,1.81
236,236,236,236,abebut,794,783,2,"""el salvador's adoption of bitcoin is widely considered a disaster"" yep a disaster that is costing us over $420 million dollars",2009-09-13 03:32:09+00:00,0,-0.1,7.83
237,237,237,237,WCIkzJqO4GtjH00,57,30,24,trophy top 10 purchased tokens by 100 biggest whales today 1st_place_medal usd _to 2nd_place_medal $bifi 3rd_place_medal $bnb keycap_4 $busd keycap_5 $eth keycap_6 $vusdt keycap_7 $dome _io keycap_8 $cake keycap_9 $raca keycap_10 $aave,2021-04-06 04:47:47+00:00,0,0.5,0.3
238,238,238,238,wwwhhh20146,134,128,0,just spent the rest of my tether on it gosh stop judging,2014-02-01 20:46:50+00:00,0,-0.1,1.28
239,239,239,239,therealgowanus,5,634,0,my next high tide is in 45 minutes i'll be 37 inches higher than sea level no man can tether time or tide,2012-01-07 22:56:15+00:00,0,0.1366666666666667,6.34
240,240,240,240,topcryptostats,0,4609,0,tether usdt price $1 00 change in 1h +0 00435162% market cap $83 162 293 489 31 ranking 3,2016-04-30 15:47:58+00:00,0,0.0,46.09
241,241,241,241,0xOmakase,19,559,0,Thailand usdt/thb and usd/thb price comparison world_map Thailand bitkub(usdt/thb) 34 46 thb globe_with_meridians forex (usd/thb) 34 22 thb difference 0 23 thb current usdt/thb is 0 68% higher than foreign exchange,2021-07-18 21:28:59+00:00,0,0.04166666666666666,5.59
242,242,242,242,drowsyfae,104,119,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2014-08-23 09:34:39+00:00,0,0.3333333333333333,1.19
243,243,243,243,TickerTop,49,812,0,1 bitcoin price is $38472 41 (0 51% 1h) 2 ethereum price is $2800 44 (0 59% 1h) 3 tether price is $1 00 ( 0 00% 1h) 4 bnb price is $391 02 (0 45% 1h) 5 usd coin price is $1 00 (0 02% 1h) 12 dogecoin price is $0 13 (0 65% 1h),2018-02-06 13:13:35+00:00,0,0.0,8.12
244,244,244,244,Alex_Pundit,4878,2208,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2011-04-11 11:52:12+00:00,0,0.225,22.08
245,245,245,245,pinfresas,21,37,0,i want so badly to be your home to be your anchor your tether to the ground while you race among the stars,2017-10-29 19:52:20+00:00,0,-0.6999999999999998,0.37
246,246,246,246,15avg,321,116,0,had to use an iphone for the first time to usb tether first of all holy shit what an absolute shitty user experience second of all this phone is freaking tiny third of all i did not succeed,2021-06-10 20:53:32+00:00,0,0.07142857142857142,1.16
247,247,247,247,volunteers_dp1,1,0,0,we need your help raising_hands credit_card privatbank 5168 7451 0319 4681 kazimirov andrey credit_card monobank 5375 4114 1330 7138 kazimirov andrew credit_card mono bank credit_card tether trc 20 tgeabojlonqgqgz1vcgqfi2vqt7lkk5zcg,2022-04-30 19:39:34+00:00,1,0.0,0.0
248,248,248,248,RasThaFarEye,901,1582,0,is that so well someone respects it because they are streaming millions pop smoke was huge before he was taken out possibly by an 'fba' or a 'tether',2014-12-21 16:30:43+00:00,0,0.20000000000000004,15.82
249,249,249,249,texpat1307,842,672,0,i bought a scanner that is a really good one for photos epson perfection v600 i am sure tether are better ones but this one has all sorts of attachments for slides negatives etc it does as good of a job as i need,2022-01-01 03:01:20+00:00,1,0.6,6.72
250,250,250,250,Aragornius1,3356,5089,13,ouch no tether fraud to save the day,2019-02-23 20:09:35+00:00,0,0.0,50.89
251,251,251,251,DirkDagg3r,176,134,0,very old like a clown citing the history channel as the arbiters of hip hop history lmao jamie ann board a caribbean blog and the history channel are the true purveyors of hip hop spoken like a true tether parasite,2021-10-18 15:49:37+00:00,0,0.35750000000000004,1.34
252,252,252,252,DirkDagg3r,176,134,0,this unscrupulous liar even cites a history channel piece that credits kool herc who himself credits foundational black americans this is pathetic and a terrible tether colonized mind white washing of fba history hip hop did not start in the caribbean lol,2021-10-18 15:49:37+00:00,0,-0.2733333333333334,1.34
253,253,253,253,pe_robbins,1123,1262,115,more defi on coinbase eligible users can now earn variable yield on usdt stablecoins in addition to dai now available in 70+ non us countries including United_Kingdom Germany Brazil Ghana Cambodia enroll here,2011-08-08 20:02:50+00:00,0,0.45,12.62
254,254,254,254,Fran1991444,765,252,0,_ i would not keep my money on,2021-01-22 01:30:51+00:00,0,0.0,2.52
255,255,255,255,yenibalikesir,76,234,0,definitely not the ones i spent my tether on recently lol i've never been the luckiest one,2011-02-11 19:25:31+00:00,0,0.23333333333333334,2.34
256,256,256,256,treaclehall101,468,117,0,converting it all to tether the market will probably dip more soon,2012-04-16 16:22:09+00:00,0,0.5,1.17
257,257,257,257,JustJoeHuman,372,307,26,luxury fashion brand off__white has begun accepting cryptocurrency payments including bitcoin ether binance coin xrp tether and circle's usdc in exchange for clothing and apparel across its flagship stores in p | eyes,2021-10-23 13:30:46+00:00,0,0.0,3.07
258,258,258,258,Sober_Trading,400,1944,0,$bch / $usdt / showing the accuracy of our vip exploding_head rocket +55% in 1 day money-mouth_face exploding_head more of these signals are released daily on our vip channel star-struck star-struck envelope_with_arrow dm to join,2020-12-31 18:23:06+00:00,0,0.25,19.44
259,259,259,259,frizzaud,304,70,0,_ tether buying similar to what luna did btc spot etf or price being a lot lower to make buying make more sense to some,2016-12-02 04:21:07+00:00,0,0.25,0.7
260,260,260,260,HedxMelx,140,40,0,i'd say that is rather wrong to claim idolization process he is worth respect anyway for building again after fail probably the same idea could be applied to tether owners in some way,2014-11-16 22:19:32+00:00,0,-0.175,0.4
261,261,261,261,Sober_Trading,400,1944,0,$bch / $usdt / this was put on our vip channel on april 28 money-mouth_face money-mouth_face its +55% from this signal money_bag envelope_with_arrow dm to join,2020-12-31 18:23:06+00:00,0,0.0,19.44
262,262,262,262,procommun,342,4426,0,bitcoin cryptocurrency stock market update tether and crypto regulation coming soon youtube #,2016-01-03 16:35:08+00:00,0,0.0,44.26
263,263,263,263,AgentsOfChilled,1409,418,0,a little extra and you can get a tether ball,2009-08-09 05:42:34+00:00,0,-0.09375,4.18
264,264,264,264,BTCstJournal,1142,10762,0,ntvrk $ 77 target sell ntvrk $ 77 target sell netvrk / tether kucoin ntvrkusdt wealthjustin all in the trend may bounce may not… but likely to get there not financial advice post this sitethe post ntvrk,2019-02-18 13:31:02+00:00,0,0.0,107.62
265,265,265,265,thegreyhunt,447,1212,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2013-09-03 01:13:23+00:00,0,0.3333333333333333,12.12
266,266,266,266,Love13OhNine,576,474,13,police deploy tether technology to end chase in arizona,2011-06-07 05:21:34+00:00,0,0.0,4.74
267,267,267,267,KellilaBot,2,160,0,kell had to be inside a tether ran between them thin as thread but strangely strong and lila did not know if it was made by their magic or something else but it drew her toward the castle like a weight,2021-07-05 16:19:34+00:00,0,0.17777777777777773,1.6
268,268,268,268,cryptobafemi,111,63,0,g stable coins from the name stable these are coins that are pegged 1 one 1 to the dollar it is value is the same as the us dollar examples are usdc busd and usdt (tether),2021-06-17 09:45:05+00:00,0,0.0,0.63
269,269,269,269,davidgerard,1819,19346,2,"""el salvador's adoption of bitcoin is widely considered a disaster"" yep a disaster that is costing us over $420 million dollars",2008-05-10 10:53:12+00:00,0,-0.1,193.46
270,270,270,270,stakesportsbet,4519,2062,1,kansas city royals new york yankees bet slip link,2019-04-10 03:45:56+00:00,0,0.13636363636363635,20.62
271,271,271,271,Rafacuas,102,535,53,we need to educate younger generations on stacking and protection of private wealth at we are planning important investments on this matter more details to come in coming weeks,2021-03-22 00:19:00+00:00,0,0.225,5.35
272,272,272,272,gfr33man,26,6,13,ouch no tether fraud to save the day,2014-02-06 10:36:35+00:00,0,0.0,0.06
273,273,273,273,purifiedcrypto,3,331,0,back at support just notice it sold some shorts off prepared to long if we get the right signal,2016-09-30 23:40:35+00:00,0,0.07857142857142857,3.31
274,274,274,274,KylaAgatha2,0,54,2,today at april 29 2022 at 03 15pm 1 usdt equals 1 001 usd,2022-04-20 00:14:05+00:00,1,0.0,0.54
275,275,275,275,ZariaAdan,0,52,2,today at april 29 2022 at 03 15pm 1 usdt equals 1 001 usd,2022-04-20 10:37:15+00:00,1,0.0,0.52
276,276,276,276,ErikSteiner8,187,129,2,today at april 29 2022 at 03 15pm 1 usdt equals 1 001 usd,2019-10-08 20:37:26+00:00,0,0.0,1.29
277,277,277,277,Cheyemos,0,0,0,almost every single crypto project is an outright scam or ponzi scheme unfortunately it seems bitcoin is at the very top of the list i e 80% of unbacked tether associated with btc a day of reckoning is coming,2022-04-28 21:15:03+00:00,1,0.02619047619047621,0.0
278,278,278,278,KevinCrespin_,109,7,460,a fool thinks a longer tether means freedom something quick about the non linear healing process of trauma,2017-10-19 19:36:48+00:00,0,0.3333333333333333,0.07
279,279,279,279,chi_numtot,2720,6532,1,anyone up for some tether ball,2020-10-19 01:07:47+00:00,0,0.0,65.32
280,280,280,280,heypreciousx,316,261,0,that nigga just like me i is not know i had a tether,2013-12-23 20:34:21+00:00,0,0.0,2.61
281,281,281,281,Lightning_Bug13,259,95,0,i'm nearing the end of my tether _bighit pleading_face loudly_crying_face please give us something to look forward to tomorrow,2020-06-12 10:44:02+00:00,0,0.0,0.95
282,282,282,282,roma_strunk,26,17,15,what if tether is not backed by lots of pieces of paper that are not backed by anything face_screaming_in_fear,2012-06-16 20:30:53+00:00,0,0.0,0.17
283,283,283,283,frankdangela,2747,169,0,financial education it is a must especially when it comes to bitcoin just asked myself a lot of times why there is not financial education in schools even first grade schools should have that maybe because educated people it is not convenient for govs so thanks paolo/tether rocket,2020-05-03 18:26:49+00:00,0,0.09,1.69
